payment_id,work_id,payment_request_date,authorization_date,payment_release_date,payment_amount_inr,payment_stage,invoice_number,cumulative_expenditure_inr,payment_status,authorized_by_agency_id,source_type,synthetic_demo_data
PAY-V2-0014857,W-004433,2024-01-27,2024-01-29,2024-01-31,2919000,4,INV-004433-04,8839000,RELEASED,IA-S05-01-02,SYNTHETIC_V2,True
PAY-V2-0014858,W-004433,2024-04-25,2024-05-01,2024-05-03,1757000,5,INV-004433-05,10596000,RELEASED,IA-S05-01-02,SYNTHETIC_V2,True
PAY-V2-0014859,W-004434,2023-05-03,2023-05-07,2023-05-09,749000,1,INV-004434-01,749000,RELEASED,IA-S06-01-02,SYNTHETIC_V2,True
PAY-V2-0014860,W-004434,2023-06-13,2023-06-14,2023-06-15,492000,2,INV-004434-02,1241000,RELEASED,IA-S06-01-02,SYNTHETIC_V2,True
PAY-V2-0014861,W-004434,2023-07-24,2023-07-28,2023-08-01,1004000,3,INV-004434-03,2245000,RELEASED,IA-S06-01-02,SYNTHETIC_V2,True
PAY-V2-0014862,W-004434,2023-09-03,2023-09-11,2023-09-14,1074000,4,INV-004434-04,3319000,RELEASED,IA-S06-01-02,SYNTHETIC_V2,True
PAY-V2-0014863,W-004434,2023-10-14,2023-10-21,2023-10-26,773000,5,INV-004434-05,4092000,RELEASED,IA-S06-01-02,SYNTHETIC_V2,True
PAY-V2-0014864,W-004434,2023-11-24,2023-11-27,2023-12-01,830000,6,INV-004434-06,4922000,RELEASED,IA-S06-01-02,SYNTHETIC_V2,True
PAY-V2-0014865,W-004435,2023-07-18,2023-07-23,2023-07-26,7799000,1,INV-004435-01,7799000,RELEASED,IA-S01-01-02,SYNTHETIC_V2,True
PAY-V2-0014866,W-004435,2023-12-16,2023-12-18,2023-12-23,3087000,2,INV-004435-02,10886000,RELEASED,IA-S01-01-02,SYNTHETIC_V2,True
PAY-V2-0014867,W-004436,2023-07-05,2023-07-12,2023-07-13,2974000,1,INV-004436-01,2974000,RELEASED,IA-S02-01-02,SYNTHETIC_V2,True
PAY-V2-0014868,W-004436,2023-11-24,2023-11-27,2023-12-01,2219000,2,INV-004436-02,5193000,RELEASED,IA-S02-01-02,SYNTHETIC_V2,True
PAY-V2-0014869,W-004436,2024-04-14,2024-04-21,2024-04-23,3561000,3,INV-004436-03,8754000,RELEASED,IA-S02-01-02,SYNTHETIC_V2,True
PAY-V2-0014870,W-004437,2023-06-17,2023-06-23,2023-06-27,1471000,1,INV-004437-01,1471000,RELEASED,IA-S03-01-02,SYNTHETIC_V2,True
PAY-V2-0014871,W-004437,2023-08-11,2023-08-17,2023-08-21,1235000,2,INV-004437-02,2706000,RELEASED,IA-S03-01-02,SYNTHETIC_V2,True
PAY-V2-0014872,W-004437,2023-10-05,2023-10-11,2023-10-13,887000,3,INV-004437-03,3593000,RELEASED,IA-S03-01-02,SYNTHETIC_V2,True
PAY-V2-0014873,W-004437,2023-11-29,2023-12-02,2023-12-07,711000,4,INV-004437-04,4304000,RELEASED,IA-S03-01-02,SYNTHETIC_V2,True
PAY-V2-0014874,W-004438,2023-02-26,2023-03-03,2023-03-08,323000,1,INV-004438-01,323000,RELEASED,IA-S04-01-02,SYNTHETIC_V2,True
PAY-V2-0014875,W-004438,2023-04-04,2023-04-10,2023-04-13,343000,2,INV-004438-02,666000,RELEASED,IA-S04-01-02,SYNTHETIC_V2,True
PAY-V2-0014876,W-004438,2023-05-11,2023-05-15,2023-05-19,466000,3,INV-004438-03,1132000,RELEASED,IA-S04-01-02,SYNTHETIC_V2,True
PAY-V2-0014877,W-004438,2023-06-17,2023-06-23,2023-06-26,338000,4,INV-004438-04,1470000,RELEASED,IA-S04-01-02,SYNTHETIC_V2,True
PAY-V2-0014878,W-004438,2023-07-24,2023-07-29,2023-08-02,422000,5,INV-004438-05,1892000,RELEASED,IA-S04-01-02,SYNTHETIC_V2,True
PAY-V2-0014879,W-004439,2023-05-08,2023-05-16,2023-05-17,520000,1,INV-004439-01,520000,RELEASED,IA-S05-01-02,SYNTHETIC_V2,True
PAY-V2-0014880,W-004439,2023-06-25,2023-06-28,2023-07-02,440000,2,INV-004439-02,960000,RELEASED,IA-S05-01-02,SYNTHETIC_V2,True
PAY-V2-0014881,W-004439,2023-08-12,2023-08-17,2023-08-19,420000,3,INV-004439-03,1380000,RELEASED,IA-S05-01-02,SYNTHETIC_V2,True
PAY-V2-0014882,W-004439,2023-09-29,2023-10-05,2023-10-09,376000,4,INV-004439-04,1756000,RELEASED,IA-S05-01-02,SYNTHETIC_V2,True
PAY-V2-0014883,W-004439,2023-11-16,2023-11-23,2023-11-25,592000,5,INV-004439-05,2348000,RELEASED,IA-S05-01-02,SYNTHETIC_V2,True
PAY-V2-0014884,W-004439,2024-01-03,2024-01-07,2024-01-11,583000,6,INV-004439-06,2931000,RELEASED,IA-S05-01-02,SYNTHETIC_V2,True
PAY-V2-0014885,W-004442,2024-03-01,2024-03-08,2024-03-10,292000,1,INV-004442-01,292000,RELEASED,IA-S02-01-02,SYNTHETIC_V2,True
PAY-V2-0014886,W-004442,2025-01-01,2025-01-08,2025-01-13,314000,2,INV-004442-02,606000,RELEASED,IA-S02-01-02,SYNTHETIC_V2,True
PAY-V2-0014887,W-004442,2025-11-03,2025-11-07,2025-11-12,209000,3,INV-004442-03,815000,RELEASED,IA-S02-01-02,SYNTHETIC_V2,True
PAY-V2-0014888,W-004443,2024-02-10,2024-02-11,2024-02-13,887000,1,INV-004443-01,887000,RELEASED,IA-S03-01-02,SYNTHETIC_V2,True
PAY-V2-0014889,W-004443,2024-10-01,2024-10-09,2024-10-12,1210000,2,INV-004443-02,2097000,RELEASED,IA-S03-01-02,SYNTHETIC_V2,True
PAY-V2-0014890,W-004443,2025-05-23,2025-05-25,2025-05-28,1215000,3,INV-004443-03,3312000,RELEASED,IA-S03-01-02,SYNTHETIC_V2,True
PAY-V2-0014891,W-004443,2026-01-12,2026-01-18,2026-01-21,893000,4,INV-004443-04,4205000,RELEASED,IA-S03-01-02,SYNTHETIC_V2,True
PAY-V2-0014892,W-004444,2024-05-24,2024-06-01,2024-06-02,1653000,1,INV-004444-01,1653000,RELEASED,IA-S04-01-02,SYNTHETIC_V2,True
PAY-V2-0014893,W-004444,2025-07-15,2025-07-23,2025-07-26,1227000,2,INV-004444-02,2880000,RELEASED,IA-S04-01-02,SYNTHETIC_V2,True
PAY-V2-0014894,W-004445,2024-04-25,2024-04-30,2024-05-05,1001000,1,INV-004445-01,1001000,RELEASED,IA-S05-01-02,SYNTHETIC_V2,True
PAY-V2-0014895,W-004445,2025-02-06,2025-02-14,2025-02-16,578000,2,INV-004445-02,1579000,RELEASED,IA-S05-01-02,SYNTHETIC_V2,True
PAY-V2-0014896,W-004445,2025-11-20,2025-11-22,2025-11-23,1156000,3,INV-004445-03,2735000,RELEASED,IA-S05-01-02,SYNTHETIC_V2,True
PAY-V2-0014897,W-004446,2024-01-11,2024-01-16,2024-01-20,636000,1,INV-004446-01,636000,RELEASED,IA-S06-01-02,SYNTHETIC_V2,True
PAY-V2-0014898,W-004446,2024-09-09,2024-09-12,2024-09-16,342000,2,INV-004446-02,978000,RELEASED,IA-S06-01-02,SYNTHETIC_V2,True
PAY-V2-0014899,W-004446,2025-05-09,2025-05-16,2025-05-17,582000,3,INV-004446-03,1560000,RELEASED,IA-S06-01-02,SYNTHETIC_V2,True
PAY-V2-0014900,W-004446,2026-01-06,2026-01-07,2026-01-11,669000,4,INV-004446-04,2229000,RELEASED,IA-S06-01-02,SYNTHETIC_V2,True
PAY-V2-0014901,W-004447,2024-07-23,2024-07-28,2024-07-29,4442000,1,INV-004447-01,4442000,RELEASED,IA-S01-02-02,SYNTHETIC_V2,True
PAY-V2-0014902,W-004447,2025-08-14,2025-08-22,2025-08-23,3886000,2,INV-004447-02,8328000,RELEASED,IA-S01-02-02,SYNTHETIC_V2,True
PAY-V2-0014903,W-004448,2024-03-30,2024-04-01,2024-04-04,1425000,1,INV-004448-01,1425000,RELEASED,IA-S02-02-02,SYNTHETIC_V2,True
PAY-V2-0014904,W-004448,2025-01-20,2025-01-28,2025-02-02,1704000,2,INV-004448-02,3129000,RELEASED,IA-S02-02-02,SYNTHETIC_V2,True
PAY-V2-0014905,W-004448,2025-11-12,2025-11-19,2025-11-20,2037000,3,INV-004448-03,5166000,RELEASED,IA-S02-02-02,SYNTHETIC_V2,True
PAY-V2-0014906,W-004449,2023-07-09,2023-07-17,2023-07-22,793000,1,INV-004449-01,793000,RELEASED,IA-S03-02-02,SYNTHETIC_V2,True
PAY-V2-0014907,W-004449,2023-08-23,2023-08-26,2023-08-28,480000,2,INV-004449-02,1273000,RELEASED,IA-S03-02-02,SYNTHETIC_V2,True
PAY-V2-0014908,W-004449,2023-10-07,2023-10-12,2023-10-13,1191000,3,INV-004449-03,2464000,RELEASED,IA-S03-02-02,SYNTHETIC_V2,True
PAY-V2-0014909,W-004449,2023-11-21,2023-11-22,2023-11-26,763000,4,INV-004449-04,3227000,RELEASED,IA-S03-02-02,SYNTHETIC_V2,True
PAY-V2-0014910,W-004449,2024-01-05,2024-01-10,2024-01-12,1196000,5,INV-004449-05,4423000,RELEASED,IA-S03-02-02,SYNTHETIC_V2,True
PAY-V2-0014911,W-004449,2024-02-19,2024-02-20,2024-02-21,1008000,6,INV-004449-06,5431000,RELEASED,IA-S03-02-02,SYNTHETIC_V2,True
PAY-V2-0014912,W-004450,2024-01-03,2024-01-04,2024-01-07,1612000,1,INV-004450-01,1612000,RELEASED,IA-S04-02-02,SYNTHETIC_V2,True
PAY-V2-0014913,W-004450,2024-04-27,2024-05-04,2024-05-06,3480000,2,INV-004450-02,5092000,RELEASED,IA-S04-02-02,SYNTHETIC_V2,True
PAY-V2-0014914,W-004451,2023-11-28,2023-12-03,2023-12-07,402000,1,INV-004451-01,402000,RELEASED,IA-S05-02-02,SYNTHETIC_V2,True
PAY-V2-0014915,W-004451,2024-03-07,2024-03-12,2024-03-14,428000,2,INV-004451-02,830000,RELEASED,IA-S05-02-02,SYNTHETIC_V2,True
PAY-V2-0014916,W-004451,2024-06-15,2024-06-21,2024-06-22,499000,3,INV-004451-03,1329000,RELEASED,IA-S05-02-02,SYNTHETIC_V2,True
PAY-V2-0014917,W-004452,2023-10-25,2023-10-31,2023-11-05,1904000,1,INV-004452-01,1904000,RELEASED,IA-S06-02-02,SYNTHETIC_V2,True
PAY-V2-0014918,W-004452,2024-01-09,2024-01-12,2024-01-16,2726000,2,INV-004452-02,4630000,RELEASED,IA-S06-02-02,SYNTHETIC_V2,True
PAY-V2-0014919,W-004452,2024-03-25,2024-03-30,2024-03-31,2155000,3,INV-004452-03,6785000,RELEASED,IA-S06-02-02,SYNTHETIC_V2,True
PAY-V2-0014920,W-004452,2024-06-09,2024-06-13,2024-06-17,2102000,4,INV-004452-04,8887000,RELEASED,IA-S06-02-02,SYNTHETIC_V2,True
PAY-V2-0014921,W-004453,2023-12-31,2024-01-01,2024-01-02,2601000,1,INV-004453-01,2601000,RELEASED,IA-S01-02-02,SYNTHETIC_V2,True
PAY-V2-0014922,W-004453,2024-03-09,2024-03-12,2024-03-15,1801000,2,INV-004453-02,4402000,RELEASED,IA-S01-02-02,SYNTHETIC_V2,True
PAY-V2-0014923,W-004453,2024-05-17,2024-05-23,2024-05-24,1554000,3,INV-004453-03,5956000,RELEASED,IA-S01-02-02,SYNTHETIC_V2,True
PAY-V2-0014924,W-004453,2024-07-25,2024-07-26,2024-07-29,2075000,4,INV-004453-04,8031000,RELEASED,IA-S01-02-02,SYNTHETIC_V2,True
PAY-V2-0014925,W-004453,2024-10-02,2024-10-09,2024-10-14,2754000,5,INV-004453-05,10785000,RELEASED,IA-S01-02-02,SYNTHETIC_V2,True
PAY-V2-0014926,W-004454,2023-09-23,2023-09-22,2023-09-28,273000,1,INV-004454-01,273000,RELEASED,IA-S02-02-02,SYNTHETIC_V2,True
PAY-V2-0014927,W-004454,2023-10-11,2023-10-16,2023-10-18,213000,2,INV-004454-02,486000,RELEASED,IA-S02-02-02,SYNTHETIC_V2,True
PAY-V2-0014928,W-004454,2023-10-29,2023-11-04,2023-11-07,225000,3,INV-004454-03,711000,RELEASED,IA-S02-02-02,SYNTHETIC_V2,True
PAY-V2-0014929,W-004454,2023-11-16,2023-11-24,2023-11-25,166000,4,INV-004454-04,877000,RELEASED,IA-S02-02-02,SYNTHETIC_V2,True
PAY-V2-0014930,W-004454,2023-11-21,2023-11-25,2023-11-26,160000,5,INV-004454-05,1037000,RELEASED,IA-S02-02-02,SYNTHETIC_V2,True
PAY-V2-0014931,W-004454,2023-11-21,2023-11-22,2023-11-25,349000,6,INV-004454-06,1386000,RELEASED,IA-S02-02-02,SYNTHETIC_V2,True
PAY-V2-0014932,W-004455,2023-12-24,2023-12-31,2024-01-03,3056000,1,INV-004455-01,3056000,RELEASED,IA-S03-02-02,SYNTHETIC_V2,True
PAY-V2-0014933,W-004455,2024-05-15,2024-05-23,2024-05-28,1793000,2,INV-004455-02,4849000,RELEASED,IA-S03-02-02,SYNTHETIC_V2,True
PAY-V2-0014934,W-004456,2023-12-22,2023-12-27,2023-12-28,1322000,1,INV-004456-01,1322000,RELEASED,IA-S04-02-02,SYNTHETIC_V2,True
PAY-V2-0014935,W-004456,2024-01-28,2024-01-31,2024-02-02,923000,2,INV-004456-02,2245000,RELEASED,IA-S04-02-02,SYNTHETIC_V2,True
PAY-V2-0014936,W-004456,2024-03-05,2024-03-09,2024-03-14,872000,3,INV-004456-03,3117000,RELEASED,IA-S04-02-02,SYNTHETIC_V2,True
PAY-V2-0014937,W-004457,2023-11-23,2023-11-27,2023-11-30,1339000,1,INV-004457-01,1339000,RELEASED,IA-S05-02-02,SYNTHETIC_V2,True
PAY-V2-0014938,W-004457,2024-01-06,2024-01-09,2024-01-10,3124000,2,INV-004457-02,4463000,RELEASED,IA-S05-02-02,SYNTHETIC_V2,True
PAY-V2-0014939,W-004457,2024-02-19,2024-02-25,2024-03-01,3154000,3,INV-004457-03,7617000,RELEASED,IA-S05-02-02,SYNTHETIC_V2,True
PAY-V2-0014940,W-004457,2024-04-03,2024-04-04,2024-04-07,1989000,4,INV-004457-04,9606000,RELEASED,IA-S05-02-02,SYNTHETIC_V2,True
PAY-V2-0014941,W-004458,2024-01-01,2024-01-02,2024-01-04,831000,1,INV-004458-01,831000,RELEASED,IA-S06-02-02,SYNTHETIC_V2,True
PAY-V2-0014942,W-004458,2024-04-04,2024-04-09,2024-04-13,339000,2,INV-004458-02,1170000,RELEASED,IA-S06-02-02,SYNTHETIC_V2,True
PAY-V2-0014943,W-004458,2024-07-07,2024-07-09,2024-07-14,520000,3,INV-004458-03,1690000,RELEASED,IA-S06-02-02,SYNTHETIC_V2,True
PAY-V2-0014944,W-004458,2024-10-09,2024-10-13,2024-10-17,679000,4,INV-004458-04,2369000,RELEASED,IA-S06-02-02,SYNTHETIC_V2,True
PAY-V2-0014945,W-004458,2025-01-11,2025-01-12,2025-01-13,729000,5,INV-004458-05,3098000,RELEASED,IA-S06-02-02,SYNTHETIC_V2,True
PAY-V2-0014946,W-004459,2024-02-10,2024-02-16,2024-02-19,778000,1,INV-004459-01,778000,RELEASED,IA-S01-02-02,SYNTHETIC_V2,True
PAY-V2-0014947,W-004459,2024-04-08,2024-04-10,2024-04-11,1505000,2,INV-004459-02,2283000,RELEASED,IA-S01-02-02,SYNTHETIC_V2,True
PAY-V2-0014948,W-004459,2024-06-05,2024-06-13,2024-06-18,1290000,3,INV-004459-03,3573000,RELEASED,IA-S01-02-02,SYNTHETIC_V2,True
PAY-V2-0014949,W-004459,2024-08-02,2024-08-08,2024-08-09,1772000,4,INV-004459-04,5345000,RELEASED,IA-S01-02-02,SYNTHETIC_V2,True
PAY-V2-0014950,W-004459,2024-09-29,2024-10-04,2024-10-06,1545000,5,INV-004459-05,6890000,RELEASED,IA-S01-02-02,SYNTHETIC_V2,True
PAY-V2-0014951,W-004459,2024-11-26,2024-11-28,2024-11-30,833000,6,INV-004459-06,7723000,RELEASED,IA-S01-02-02,SYNTHETIC_V2,True
PAY-V2-0014952,W-004462,2024-10-15,2024-10-18,2024-10-20,507000,1,INV-004462-01,507000,RELEASED,IA-S04-02-02,SYNTHETIC_V2,True
PAY-V2-0014953,W-004462,2025-09-24,2025-09-30,2025-10-05,1294000,2,INV-004462-02,1801000,RELEASED,IA-S04-02-02,SYNTHETIC_V2,True
PAY-V2-0014954,W-004463,2024-08-25,2024-09-02,2024-09-05,3306000,1,INV-004463-01,3306000,RELEASED,IA-S05-02-02,SYNTHETIC_V2,True
PAY-V2-0014955,W-004463,2025-04-29,2025-05-04,2025-05-09,3404000,2,INV-004463-02,6710000,RELEASED,IA-S05-02-02,SYNTHETIC_V2,True
PAY-V2-0014956,W-004463,2026-01-01,2026-01-07,2026-01-11,1959000,3,INV-004463-03,8669000,RELEASED,IA-S05-02-02,SYNTHETIC_V2,True
PAY-V2-0014957,W-004464,2024-08-01,2024-08-09,2024-08-13,457000,1,INV-004464-01,457000,RELEASED,IA-S06-02-02,SYNTHETIC_V2,True
PAY-V2-0014958,W-004464,2025-02-08,2025-02-15,2025-02-17,262000,2,INV-004464-02,719000,RELEASED,IA-S06-02-02,SYNTHETIC_V2,True
PAY-V2-0014959,W-004464,2025-08-18,2025-08-25,2025-08-30,303000,3,INV-004464-03,1022000,RELEASED,IA-S06-02-02,SYNTHETIC_V2,True
PAY-V2-0014960,W-004464,2026-02-25,2026-02-26,2026-03-02,426000,4,INV-004464-04,1448000,RELEASED,IA-S06-02-02,SYNTHETIC_V2,True
PAY-V2-0014961,W-004465,2024-12-12,2024-12-19,2024-12-22,1500000,1,INV-004465-01,1500000,RELEASED,IA-S01-03-02,SYNTHETIC_V2,True
PAY-V2-0014962,W-004465,2025-10-23,2025-10-29,2025-11-02,711000,2,INV-004465-02,2211000,RELEASED,IA-S01-03-02,SYNTHETIC_V2,True
PAY-V2-0014963,W-004466,2024-10-07,2024-10-14,2024-10-16,2475000,1,INV-004466-01,2475000,RELEASED,IA-S02-03-02,SYNTHETIC_V2,True
PAY-V2-0014964,W-004466,2025-05-27,2025-05-31,2025-06-04,1458000,2,INV-004466-02,3933000,RELEASED,IA-S02-03-02,SYNTHETIC_V2,True
PAY-V2-0014965,W-004466,2026-01-14,2026-01-15,2026-01-17,2094000,3,INV-004466-03,6027000,RELEASED,IA-S02-03-02,SYNTHETIC_V2,True
PAY-V2-0014966,W-004467,2024-09-05,2024-09-13,2024-09-18,1072000,1,INV-004467-01,1072000,RELEASED,IA-S03-03-02,SYNTHETIC_V2,True
PAY-V2-0014967,W-004467,2025-03-06,2025-03-11,2025-03-13,710000,2,INV-004467-02,1782000,RELEASED,IA-S03-03-02,SYNTHETIC_V2,True
PAY-V2-0014968,W-004467,2025-09-04,2025-09-08,2025-09-11,669000,3,INV-004467-03,2451000,RELEASED,IA-S03-03-02,SYNTHETIC_V2,True
PAY-V2-0014969,W-004467,2026-03-05,2026-03-12,2026-03-14,1647000,4,INV-004467-04,4098000,RELEASED,IA-S03-03-02,SYNTHETIC_V2,True
PAY-V2-0014970,W-004468,2025-01-17,2025-01-18,2025-01-22,4941000,1,INV-004468-01,4941000,RELEASED,IA-S04-03-02,SYNTHETIC_V2,True
PAY-V2-0014971,W-004468,2025-11-10,2025-11-18,2025-11-21,4278000,2,INV-004468-02,9219000,RELEASED,IA-S04-03-02,SYNTHETIC_V2,True
PAY-V2-0014972,W-004469,2024-06-22,2024-06-27,2024-07-01,207000,1,INV-004469-01,207000,RELEASED,IA-S05-03-02,SYNTHETIC_V2,True
PAY-V2-0014973,W-004469,2024-08-23,2024-08-24,2024-08-26,427000,2,INV-004469-02,634000,RELEASED,IA-S05-03-02,SYNTHETIC_V2,True
PAY-V2-0014974,W-004469,2024-10-24,2024-10-31,2024-11-01,228000,3,INV-004469-03,862000,RELEASED,IA-S05-03-02,SYNTHETIC_V2,True
PAY-V2-0014975,W-004469,2024-12-25,2024-12-31,2025-01-03,420000,4,INV-004469-04,1282000,RELEASED,IA-S05-03-02,SYNTHETIC_V2,True
PAY-V2-0014976,W-004469,2025-02-25,2025-03-01,2025-03-02,305000,5,INV-004469-05,1587000,RELEASED,IA-S05-03-02,SYNTHETIC_V2,True
PAY-V2-0014977,W-004469,2025-04-28,2025-04-30,2025-05-03,157000,6,INV-004469-06,1744000,RELEASED,IA-S05-03-02,SYNTHETIC_V2,True
PAY-V2-0014978,W-004470,2024-06-14,2024-06-18,2024-06-23,5430000,1,INV-004470-01,5430000,RELEASED,IA-S06-03-02,SYNTHETIC_V2,True
PAY-V2-0014979,W-004470,2024-08-30,2024-09-05,2024-09-10,3998000,2,INV-004470-02,9428000,RELEASED,IA-S06-03-02,SYNTHETIC_V2,True
PAY-V2-0014980,W-004471,2024-04-09,2024-04-16,2024-04-17,3254000,1,INV-004471-01,3254000,RELEASED,IA-S01-03-02,SYNTHETIC_V2,True
PAY-V2-0014981,W-004471,2024-06-08,2024-06-11,2024-06-13,3662000,2,INV-004471-02,6916000,RELEASED,IA-S01-03-02,SYNTHETIC_V2,True
PAY-V2-0014982,W-004471,2024-08-07,2024-08-15,2024-08-19,2234000,3,INV-004471-03,9150000,RELEASED,IA-S01-03-02,SYNTHETIC_V2,True
PAY-V2-0014983,W-004472,2024-02-20,2024-02-28,2024-03-02,3521000,1,INV-004472-01,3521000,RELEASED,IA-S02-03-02,SYNTHETIC_V2,True
PAY-V2-0014984,W-004472,2024-03-13,2024-03-19,2024-03-24,1497000,2,INV-004472-02,5018000,RELEASED,IA-S02-03-02,SYNTHETIC_V2,True
PAY-V2-0014985,W-004472,2024-04-04,2024-04-12,2024-04-14,2641000,3,INV-004472-03,7659000,RELEASED,IA-S02-03-02,SYNTHETIC_V2,True
PAY-V2-0014986,W-004472,2024-04-26,2024-05-04,2024-05-05,3274000,4,INV-004472-04,10933000,RELEASED,IA-S02-03-02,SYNTHETIC_V2,True
PAY-V2-0014987,W-004473,2024-07-06,2024-07-12,2024-07-13,390000,1,INV-004473-01,390000,RELEASED,IA-S03-03-02,SYNTHETIC_V2,True
PAY-V2-0014988,W-004473,2024-09-29,2024-10-06,2024-10-08,322000,2,INV-004473-02,712000,RELEASED,IA-S03-03-02,SYNTHETIC_V2,True
PAY-V2-0014989,W-004473,2024-12-23,2024-12-29,2024-12-30,784000,3,INV-004473-03,1496000,RELEASED,IA-S03-03-02,SYNTHETIC_V2,True
PAY-V2-0014990,W-004473,2025-03-18,2025-03-26,2025-03-27,705000,4,INV-004473-04,2201000,RELEASED,IA-S03-03-02,SYNTHETIC_V2,True
PAY-V2-0014991,W-004473,2025-06-11,2025-06-12,2025-06-16,843000,5,INV-004473-05,3044000,RELEASED,IA-S03-03-02,SYNTHETIC_V2,True
PAY-V2-0014992,W-004474,2024-08-04,2024-08-09,2024-08-11,1082000,1,INV-004474-01,1082000,RELEASED,IA-S04-03-02,SYNTHETIC_V2,True
PAY-V2-0014993,W-004474,2024-10-05,2024-10-06,2024-10-10,1078000,2,INV-004474-02,2160000,RELEASED,IA-S04-03-02,SYNTHETIC_V2,True
PAY-V2-0014994,W-004474,2024-12-06,2024-12-11,2024-12-14,1360000,3,INV-004474-03,3520000,RELEASED,IA-S04-03-02,SYNTHETIC_V2,True
PAY-V2-0014995,W-004474,2025-02-06,2025-02-14,2025-02-17,880000,4,INV-004474-04,4400000,RELEASED,IA-S04-03-02,SYNTHETIC_V2,True
PAY-V2-0014996,W-004474,2025-04-09,2025-04-11,2025-04-16,1055000,5,INV-004474-05,5455000,RELEASED,IA-S04-03-02,SYNTHETIC_V2,True
PAY-V2-0014997,W-004474,2025-06-10,2025-06-18,2025-06-21,951000,6,INV-004474-06,6406000,RELEASED,IA-S04-03-02,SYNTHETIC_V2,True
PAY-V2-0014998,W-004475,2024-07-24,2024-07-28,2024-07-30,2649000,1,INV-004475-01,2649000,RELEASED,IA-S05-03-02,SYNTHETIC_V2,True
PAY-V2-0014999,W-004475,2024-09-29,2024-09-30,2024-10-05,4667000,2,INV-004475-02,7316000,RELEASED,IA-S05-03-02,SYNTHETIC_V2,True
PAY-V2-0015000,W-004476,2024-05-05,2024-05-11,2024-05-15,5552000,1,INV-004476-01,5552000,RELEASED,IA-S06-03-02,SYNTHETIC_V2,True
PAY-V2-0015001,W-004476,2024-06-13,2024-06-16,2024-06-18,3814000,2,INV-004476-02,9366000,RELEASED,IA-S06-03-02,SYNTHETIC_V2,True
PAY-V2-0015002,W-004476,2024-07-22,2024-07-29,2024-08-01,2348000,3,INV-004476-03,11714000,RELEASED,IA-S06-03-02,SYNTHETIC_V2,True
PAY-V2-0015003,W-004477,2024-08-26,2024-09-02,2024-09-05,1113000,1,INV-004477-01,1113000,RELEASED,IA-S01-03-02,SYNTHETIC_V2,True
PAY-V2-0015004,W-004477,2024-12-17,2024-12-22,2024-12-23,582000,2,INV-004477-02,1695000,RELEASED,IA-S01-03-02,SYNTHETIC_V2,True
PAY-V2-0015005,W-004477,2025-04-09,2025-04-16,2025-04-20,1454000,3,INV-004477-03,3149000,RELEASED,IA-S01-03-02,SYNTHETIC_V2,True
PAY-V2-0015006,W-004477,2025-07-31,2025-08-07,2025-08-10,779000,4,INV-004477-04,3928000,RELEASED,IA-S01-03-02,SYNTHETIC_V2,True
PAY-V2-0015007,W-004478,2024-10-05,2024-10-07,2024-10-10,1336000,1,INV-004478-01,1336000,RELEASED,IA-S02-03-02,SYNTHETIC_V2,True
PAY-V2-0015008,W-004478,2024-12-23,2024-12-26,2024-12-28,1428000,2,INV-004478-02,2764000,RELEASED,IA-S02-03-02,SYNTHETIC_V2,True
PAY-V2-0015009,W-004478,2025-03-12,2025-03-18,2025-03-22,1775000,3,INV-004478-03,4539000,RELEASED,IA-S02-03-02,SYNTHETIC_V2,True
PAY-V2-0015010,W-004478,2025-05-30,2025-06-07,2025-06-08,2285000,4,INV-004478-04,6824000,RELEASED,IA-S02-03-02,SYNTHETIC_V2,True
PAY-V2-0015011,W-004478,2025-08-17,2025-08-25,2025-08-30,3033000,5,INV-004478-05,9857000,RELEASED,IA-S02-03-02,SYNTHETIC_V2,True
PAY-V2-0015012,W-004479,2024-06-05,2024-06-11,2024-06-13,612000,1,INV-004479-01,612000,RELEASED,IA-S03-03-02,SYNTHETIC_V2,True
PAY-V2-0015013,W-004479,2024-06-24,2024-06-25,2024-06-29,1612000,2,INV-004479-02,2224000,RELEASED,IA-S03-03-02,SYNTHETIC_V2,True
PAY-V2-0015014,W-004479,2024-07-13,2024-07-18,2024-07-20,1430000,3,INV-004479-03,3654000,RELEASED,IA-S03-03-02,SYNTHETIC_V2,True
PAY-V2-0015015,W-004479,2024-08-01,2024-08-05,2024-08-07,1218000,4,INV-004479-04,4872000,RELEASED,IA-S03-03-02,SYNTHETIC_V2,True
PAY-V2-0015016,W-004479,2024-08-20,2024-08-26,2024-08-30,1572000,5,INV-004479-05,6444000,RELEASED,IA-S03-03-02,SYNTHETIC_V2,True
PAY-V2-0015017,W-004479,2024-09-08,2024-09-13,2024-09-16,1652000,6,INV-004479-06,8096000,RELEASED,IA-S03-03-02,SYNTHETIC_V2,True
PAY-V2-0015018,W-004482,2025-02-12,2025-02-18,2025-02-23,3355000,1,INV-004482-01,3355000,RELEASED,IA-S06-03-02,SYNTHETIC_V2,True
PAY-V2-0015019,W-004482,2025-07-04,2025-07-08,2025-07-09,3757000,2,INV-004482-02,7112000,RELEASED,IA-S06-03-02,SYNTHETIC_V2,True
PAY-V2-0015020,W-004482,2025-11-23,2025-12-01,2025-12-04,2759000,3,INV-004482-03,9871000,RELEASED,IA-S06-03-02,SYNTHETIC_V2,True
