work_id,mp_id,state_name,constituency,district,sector,sub_sector,implementing_agency_id,sanction_status,source_current_status,feature_snapshot_date,lifecycle_stage,is_rejected,recommendation_date,sanction_date_as_of,expected_start_date,expected_completion_date,actual_start_date_as_of,recommended_amount_inr,technical_estimate_amount_inr,sanctioned_amount_inr,estimate_to_recommended_ratio,sanction_to_recommended_ratio,sanction_to_estimate_ratio,days_recommendation_to_sanction,planned_duration_days,days_sanction_to_expected_start,released_payment_count_as_of,released_payment_total_inr_as_of,unique_vendor_count_as_of,largest_payment_inr_as_of,mean_payment_inr_as_of,largest_payment_share_as_of,vendor_hhi_as_of,first_payment_release_date_as_of,last_payment_release_date_as_of,days_since_last_payment_as_of,final_payment_count_as_of,has_final_payment_as_of,zero_value_released_payment_count_as_of,expenditure_to_sanction_pct_as_of,financial_overrun_amount_inr_as_of,financial_overrun_pct_as_of,progress_report_count_as_of,first_progress_report_date_as_of,latest_progress_report_date_as_of,latest_physical_progress_pct_as_of,latest_financial_progress_pct_as_of,latest_expected_progress_pct_as_of,financial_minus_physical_gap_pct_as_of,expected_minus_physical_gap_pct_as_of,days_since_last_progress_report_as_of,physical_progress_decrease_count_as_of,max_physical_progress_drop_pct_as_of,same_day_progress_extra_count_as_of,physical_progress_velocity_pct_per_30d,actual_start_available_as_of,days_since_actual_start_as_of,days_to_expected_completion_as_of,overdue_days_as_of,schedule_elapsed_ratio_as_of,asset_record_count_as_of,is_completed_as_of,completion_date_as_of,completion_marked_as_of,uc_recorded_as_of,handover_recorded_as_of,public_use_recorded_as_of,audit_recorded_as_of,final_expenditure_inr_as_of,actual_duration_days,completion_delay_days,source_current_physical_progress_pct,source_current_expenditure_inr,source_vs_asof_expenditure_difference_inr,source_vs_asof_physical_progress_difference_pct
W-002389,MP-AP-005,Andhra Pradesh,Andhra Pradesh Demo Constituency 5,Andhra Pradesh Demo District 2,Roads & Bridges,Approach Road,IA-AP-003,Sanctioned,Completed,2026-09-01,COMPLETION,False,2024-09-28,2024-10-11,2024-11-20,2025-09-24,2024-12-13,1971000,2111000,2186000.0,1.0710299340436327,1.1090816844241502,1.035528185693984,13.0,308.0,40.0,5,2357000,1,590000.0,471400.0,0.25031820110309716,1.0,2025-08-12,2026-01-04,240.0,1,True,0,107.82250686184813,171000.0,7.822506861848125,3,2025-07-09,2026-08-31,100.0,107.8,100.0,7.799999999999997,0.0,1.0,0,0.0,0,4.399521531100478,True,627.0,-342.0,,2.1103896103896105,1,True,2026-08-31,False,False,False,False,False,,626.0,341.0,100.0,2357000,0,0.0
W-002390,MP-AP-003,Andhra Pradesh,Andhra Pradesh Demo Constituency 3,Andhra Pradesh Demo District 3,Sports,Indoor Sports Hall,IA-AP-002,Sanctioned,Completed,2026-09-01,COMPLETION,False,2025-04-29,2025-05-17,2025-06-06,2026-01-25,2025-06-06,2944000,2987000,3103000.0,1.0146059782608696,1.054008152173913,1.0388349514563107,18.0,233.0,20.0,2,3069000,1,2076000.0,1534500.0,0.6764418377321603,1.0,2025-12-08,2026-01-22,222.0,1,True,0,98.90428617466968,0.0,0.0,7,2025-08-09,2026-08-31,100.0,98.9,100.0,-1.0999999999999943,0.0,1.0,0,0.0,0,6.992248062015504,True,452.0,-219.0,,1.9399141630901287,1,True,2026-08-31,False,False,False,False,False,,451.0,218.0,100.0,3069000,0,0.0
W-002391,MP-AP-004,Andhra Pradesh,Andhra Pradesh Demo Constituency 4,Andhra Pradesh Demo District 2,Health,Ambulance Shelter,IA-AP-005,Sanctioned,Completed,2026-09-01,COMPLETION,False,2024-01-26,2024-02-21,2024-03-11,2024-12-03,2024-04-08,3456000,3551000,3498000.0,1.0274884259259258,1.0121527777777777,0.9850746268656716,26.0,267.0,19.0,4,3587000,1,1165000.0,896750.0,0.32478394201282407,1.0,2024-06-23,2024-09-02,729.0,1,True,0,102.54431103487707,89000.0,2.5443110348770723,7,2024-08-11,2026-08-31,100.0,102.5,100.0,2.5,0.0,1.0,0,0.0,0,3.6639999999999997,True,876.0,-637.0,,3.385767790262172,1,True,2026-08-31,False,False,False,False,False,,875.0,636.0,100.0,3587000,0,0.0
W-002392,MP-MH-001,Maharashtra,Maharashtra Demo Constituency 1,Maharashtra Demo District 3,Sanitation,Community Sanitation,IA-MH-002,Sanctioned,Completed,2026-09-01,COMPLETION,False,2024-09-27,2024-11-02,2024-12-03,2025-08-24,2024-12-07,2524000,2666000,2686000.0,1.0562599049128367,1.0641838351822503,1.0075018754688672,36.0,264.0,31.0,6,2805000,1,620000.0,467500.0,0.22103386809269163,1.0,2025-02-13,2025-12-20,255.0,1,True,0,104.43037974683544,119000.0,4.430379746835443,4,2025-05-14,2026-08-31,100.0,104.4,100.0,4.400000000000006,0.0,1.0,0,0.0,0,5.170886075949367,True,633.0,-373.0,,2.412878787878788,1,True,2026-08-31,False,False,False,False,False,,632.0,372.0,100.0,2805000,0,0.0
W-002393,MP-MH-004,Maharashtra,Maharashtra Demo Constituency 4,Maharashtra Demo District 4,Health,PHC Equipment Room,IA-MH-004,Sanctioned,Completed,2026-09-01,COMPLETION,False,2023-04-04,2023-04-16,2023-05-27,2024-05-22,2023-06-28,3518000,3523000,3616000.0,1.0014212620807277,1.0278567367822626,1.0263979562872552,12.0,361.0,41.0,2,3738000,1,2165000.0,1869000.0,0.5791867308721241,1.0,2024-06-29,2024-08-24,738.0,1,True,0,103.37389380530972,122000.0,3.3738938053097343,3,2024-07-18,2026-08-31,100.0,103.4,100.0,3.4000000000000057,0.0,1.0,0,0.0,0,2.616279069767442,True,1161.0,-832.0,,3.3047091412742384,1,True,2026-08-31,False,False,False,False,False,,1160.0,831.0,100.0,3738000,0,0.0
W-002394,MP-KA-002,Karnataka,Karnataka Demo Constituency 2,Karnataka Demo District 3,Renewable Energy,Solar Street Lights,IA-KA-002,Sanctioned,Sanctioned - Not Started,2026-09-01,EXECUTION,False,2026-05-15,2026-05-26,2026-07-09,2027-06-14,2026-08-02,783000,754000,774000.0,0.9629629629629629,0.9885057471264368,1.026525198938992,11.0,340.0,44.0,0,0,0,,,,,,,,0,False,0,0.0,0.0,0.0,1,2026-08-31,2026-08-31,0.0,0.0,8.5,0.0,8.5,1.0,0,0.0,0,,True,30.0,286.0,0.0,0.1588235294117647,0,False,,False,False,False,False,False,,,,0.0,0,0,0.0
W-002395,MP-RJ-004,Rajasthan,Rajasthan Demo Constituency 4,Rajasthan Demo District 1,Education,School Toilet,IA-RJ-005,Sanctioned,Completed,2026-09-01,COMPLETION,False,2024-08-12,2024-08-27,2024-09-25,2025-08-17,2024-09-27,1409000,1418000,1424000.0,1.0063875088715402,1.0106458481192335,1.004231311706629,15.0,326.0,29.0,3,1827000,1,851000.0,609000.0,0.46579091406677614,1.0,2024-12-26,2025-05-23,466.0,1,True,0,128.3005617977528,403000.0,28.30056179775281,7,2025-01-05,2026-08-31,100.0,128.3,100.0,28.30000000000001,0.0,1.0,0,0.0,0,4.17412935323383,True,704.0,-380.0,,2.165644171779141,1,True,2026-08-31,False,False,False,False,False,,703.0,379.0,100.0,1827000,0,0.0
W-002396,MP-RJ-002,Rajasthan,Rajasthan Demo Constituency 2,Rajasthan Demo District 4,Drinking Water,Borewell,IA-RJ-006,Sanctioned,Completed,2026-09-01,COMPLETION,False,2023-11-20,2024-01-01,2024-01-24,2024-12-03,2024-02-24,2948000,2895000,2812000.0,0.98202170963365,0.9538670284938942,0.9713298791018998,42.0,314.0,23.0,1,2896000,1,2896000.0,2896000.0,1.0,1.0,2024-11-21,2024-11-21,649.0,1,True,0,102.98719772403983,84000.0,2.987197724039829,4,2024-10-10,2026-08-31,100.0,103.0,100.0,3.0,0.0,1.0,0,0.0,0,3.4565217391304346,True,920.0,-637.0,,3.0286624203821657,1,True,2026-08-31,True,False,False,False,False,2896000.0,919.0,636.0,100.0,2896000,0,0.0
W-002397,MP-KA-003,Karnataka,Karnataka Demo Constituency 3,Karnataka Demo District 4,Drinking Water,Borewell,IA-KA-006,Sanctioned,Completed,2026-09-01,COMPLETION,False,2023-07-27,2023-08-11,2023-09-02,2024-05-01,2023-09-21,1897000,1785000,1807000.0,0.940959409594096,0.9525566684238271,1.0123249299719888,15.0,242.0,22.0,2,1888000,1,1196000.0,944000.0,0.6334745762711864,1.0,2023-10-24,2024-04-04,880.0,1,True,0,104.48256779192032,81000.0,4.482567791920309,7,2024-02-21,2026-08-31,100.0,104.5,100.0,4.5,0.0,1.0,0,0.0,0,2.915401301518438,True,1076.0,-853.0,,4.524793388429752,1,True,2026-08-31,True,False,False,False,False,1888000.0,1075.0,852.0,100.0,1888000,0,0.0
W-002398,MP-MH-001,Maharashtra,Maharashtra Demo Constituency 1,Maharashtra Demo District 4,Sports,Sports Equipment Facility,IA-MH-001,Sanctioned,Ongoing,2026-09-01,EXECUTION,False,2024-10-23,2024-12-08,2025-01-11,2025-09-26,2025-01-24,809000,829000,807000.0,1.0247218788627936,0.9975278121137207,0.9734620024125452,46.0,258.0,34.0,2,781000,1,401000.0,390500.0,0.5134443021766966,1.0,2025-05-31,2025-09-21,345.0,0,False,0,96.77819083023545,0.0,0.0,4,2025-06-19,2026-08-31,90.9,96.8,100.0,5.8999999999999915,9.099999999999994,1.0,0,0.0,0,4.534246575342466,True,585.0,-340.0,340.0,2.317829457364341,0,False,,False,False,False,False,False,,,,90.9,781000,0,0.0
W-002399,MP-TS-001,Telangana,Telangana Demo Constituency 1,Telangana Demo District 4,Renewable Energy,Solar Street Lights,IA-TS-005,Sanctioned,Completed,2026-09-01,COMPLETION,False,2025-09-07,2025-09-28,2025-10-06,2026-05-27,2025-10-05,1801000,1741000,1799000.0,0.9666851749028318,0.9988895058300944,1.0333141872487077,21.0,233.0,8.0,3,1760000,1,733000.0,586666.6666666666,0.41647727272727275,1.0,2025-11-16,2026-05-08,116.0,1,True,0,97.83212896053362,0.0,0.0,8,2025-11-15,2026-08-31,100.0,97.8,100.0,-2.200000000000003,0.0,1.0,0,0.0,0,8.024221453287197,True,331.0,-97.0,,1.4163090128755365,1,True,2026-08-31,False,False,False,False,False,,330.0,96.0,100.0,1760000,0,0.0
W-002400,MP-OD-005,Odisha,Odisha Demo Constituency 5,Odisha Demo District 4,Renewable Energy,Solar Street Lights,IA-OD-001,Sanctioned,Completed,2026-09-01,COMPLETION,False,2024-09-04,2024-09-23,2024-10-05,2025-06-17,2024-10-15,1294000,1336000,1298000.0,1.0324574961360125,1.0030911901081916,0.9715568862275449,19.0,255.0,12.0,5,1342000,1,349000.0,268400.0,0.2600596125186289,1.0,2025-03-27,2025-07-16,412.0,1,True,0,103.38983050847457,44000.0,3.389830508474576,4,2025-04-04,2026-08-31,100.0,103.4,100.0,3.4000000000000057,0.0,1.0,0,0.0,0,4.616731517509727,True,686.0,-441.0,,2.7294117647058824,1,True,2026-08-31,False,False,False,False,False,,685.0,440.0,100.0,1342000,0,0.0
W-002401,MP-TS-004,Telangana,Telangana Demo Constituency 4,Telangana Demo District 3,Renewable Energy,Solar Community Lighting,IA-TS-001,Sanctioned,Completed,2026-09-01,COMPLETION,False,2024-07-20,2024-08-07,2024-08-19,2025-02-15,2024-09-06,1761000,1806000,1867000.0,1.0255536626916524,1.0601930721181148,1.0337763012181618,18.0,180.0,12.0,3,1941000,1,756000.0,647000.0,0.3894899536321484,1.0,2025-02-02,2025-05-16,473.0,1,True,0,103.96357793251205,74000.0,3.9635779325120515,3,2025-05-05,2026-08-31,100.0,104.0,100.0,4.0,0.0,1.0,0,0.0,0,3.77639751552795,True,725.0,-563.0,,4.127777777777778,1,True,2026-08-31,False,False,False,False,False,,724.0,562.0,100.0,1941000,0,0.0
W-002402,MP-KA-003,Karnataka,Karnataka Demo Constituency 3,Karnataka Demo District 4,Sports,Playground Development,IA-KA-002,Sanctioned,Completed,2026-09-01,COMPLETION,False,2025-07-09,2025-07-19,2025-08-12,2026-03-05,2025-08-31,2314000,2458000,2525000.0,1.0622299049265342,1.0911840968020743,1.0272579332790888,10.0,205.0,24.0,6,2551000,1,568000.0,425166.6666666667,0.2226577812622501,1.0,2025-09-11,2026-04-02,152.0,1,True,0,101.02970297029702,26000.0,1.0297029702970297,4,2025-11-30,2026-08-31,100.0,101.0,100.0,1.0,0.0,1.0,0,0.0,0,8.036496350364963,True,366.0,-180.0,,1.8780487804878048,1,True,2026-08-31,False,False,False,False,False,,365.0,179.0,100.0,2551000,0,0.0
W-002403,MP-RJ-003,Rajasthan,Rajasthan Demo Constituency 3,Rajasthan Demo District 3,Education,School Classroom,IA-RJ-002,Sanctioned,Completed,2026-09-01,COMPLETION,False,2023-12-03,2023-12-22,2024-02-03,2024-10-21,2024-02-03,3420000,3663000,3693000.0,1.0710526315789475,1.0798245614035087,1.0081900081900081,19.0,261.0,43.0,4,3812000,1,1179000.0,953000.0,0.309286463798531,1.0,2024-03-16,2025-02-09,569.0,1,True,0,103.2223124830761,119000.0,3.22231248307609,6,2024-07-08,2026-08-31,100.0,103.2,100.0,3.200000000000003,0.0,1.0,0,0.0,0,3.1989795918367343,True,941.0,-680.0,,3.6053639846743293,1,True,2026-08-31,False,False,False,False,False,,940.0,679.0,100.0,3812000,0,0.0
W-002404,MP-OD-001,Odisha,Odisha Demo Constituency 1,Odisha Demo District 3,Sanitation,Community Sanitation,IA-OD-002,Sanctioned,Completed,2026-09-01,COMPLETION,False,2024-07-02,2024-08-21,2024-09-17,2025-04-09,2024-09-24,507000,489000,480000.0,0.9644970414201184,0.9467455621301775,0.9815950920245399,50.0,204.0,27.0,6,482000,1,101000.0,80333.33333333333,0.2095435684647303,1.0,2024-10-18,2025-07-15,413.0,1,True,0,100.41666666666667,2000.0,0.4166666666666667,7,2025-01-02,2026-08-31,100.0,100.4,100.0,0.4000000000000057,0.0,1.0,0,0.0,0,4.475247524752476,True,707.0,-510.0,,3.5,1,True,2026-08-31,False,False,False,False,False,,706.0,509.0,100.0,482000,0,0.0
W-002405,MP-AP-001,Andhra Pradesh,Andhra Pradesh Demo Constituency 1,Andhra Pradesh Demo District 3,Community Infrastructure,Bus Shelter,IA-AP-003,Sanctioned,Ongoing,2026-09-01,EXECUTION,False,2026-01-24,2026-03-13,2026-04-02,2026-11-18,2026-04-05,944000,932000,923000.0,0.9872881355932204,0.9777542372881356,0.990343347639485,48.0,230.0,20.0,1,433000,1,433000.0,433000.0,1.0,1.0,2026-07-16,2026-07-16,47.0,0,False,0,46.91224268689058,0.0,0.0,8,2026-04-23,2026-08-31,51.2,46.9,64.3,-4.300000000000004,13.099999999999994,1.0,2,1.7000000000000028,0,9.43846153846154,True,149.0,78.0,0.0,0.6608695652173913,0,False,,False,False,False,False,False,,,,51.2,433000,0,0.0
W-002406,MP-RJ-005,Rajasthan,Rajasthan Demo Constituency 5,Rajasthan Demo District 2,Renewable Energy,Solar Community Lighting,IA-RJ-002,Sanctioned,Completed,2026-09-01,COMPLETION,False,2023-08-24,2023-09-24,2023-10-18,2024-10-12,2023-11-01,853000,906000,909000.0,1.0621336459554513,1.0656506447831184,1.0033112582781456,31.0,360.0,24.0,3,955000,1,414000.0,318333.3333333333,0.43350785340314135,1.0,2024-01-30,2024-07-12,781.0,1,True,0,105.06050605060506,46000.0,5.060506050605061,6,2024-04-21,2026-08-31,100.0,105.1,100.0,5.099999999999994,0.0,1.0,0,0.0,0,2.759860788863109,True,1035.0,-689.0,,2.9138888888888888,1,True,2026-08-31,False,False,False,False,False,,1034.0,688.0,100.0,955000,0,0.0
W-002407,MP-RJ-004,Rajasthan,Rajasthan Demo Constituency 4,Rajasthan Demo District 3,Sports,Indoor Sports Hall,IA-RJ-006,Sanctioned,Ongoing,2026-09-01,EXECUTION,False,2025-11-17,2025-12-19,2026-01-03,2026-10-03,2026-01-14,2935000,3090000,3175000.0,1.0528109028960817,1.081771720613288,1.0275080906148868,32.0,273.0,15.0,3,2808000,1,1032000.0,936000.0,0.36752136752136755,1.0,2026-02-10,2026-08-18,14.0,0,False,0,88.44094488188976,0.0,0.0,3,2026-03-31,2026-08-31,88.7,88.4,83.9,-0.29999999999999716,-4.799999999999997,1.0,0,0.0,0,10.333333333333334,True,230.0,32.0,0.0,0.8827838827838828,0,False,,False,False,False,False,False,,,,88.7,2808000,0,0.0
W-002408,MP-MH-005,Maharashtra,Maharashtra Demo Constituency 5,Maharashtra Demo District 1,Roads & Bridges,Small Bridge,IA-MH-003,Sanctioned,Ongoing,2026-09-01,EXECUTION,False,2025-09-19,2025-10-31,2025-11-14,2026-11-11,2025-11-20,2189000,2323000,2332000.0,1.061215166742805,1.065326633165829,1.0038743004735255,42.0,362.0,14.0,4,1572000,1,623000.0,393000.0,0.39631043256997456,1.0,2025-12-02,2026-08-24,8.0,0,False,0,67.40994854202401,0.0,0.0,7,2025-12-30,2026-08-31,78.1,67.4,78.5,-10.699999999999989,0.4000000000000057,1.0,0,0.0,0,8.065573770491802,True,285.0,71.0,0.0,0.8038674033149171,0,False,,False,False,False,False,False,,,,78.1,1572000,0,0.0
W-002409,MP-TS-003,Telangana,Telangana Demo Constituency 3,Telangana Demo District 2,Education,School Toilet,IA-TS-004,Sanctioned,Completed,2026-09-01,COMPLETION,False,2024-09-10,2024-10-12,2024-10-30,2025-06-27,2024-12-04,2419000,2322000,2363000.0,0.9599007854485324,0.9768499379909054,1.0176571920757966,32.0,240.0,18.0,1,2389000,1,2389000.0,2389000.0,1.0,1.0,2025-11-09,2025-11-09,296.0,1,True,0,101.10029623360136,26000.0,1.1002962336013542,6,2025-03-19,2026-08-31,100.0,101.1,100.0,1.0999999999999943,0.0,1.0,0,0.0,0,4.8,True,636.0,-431.0,,2.7958333333333334,1,True,2026-08-31,False,False,False,False,False,,635.0,430.0,100.0,2389000,0,0.0
W-002410,MP-TS-004,Telangana,Telangana Demo Constituency 4,Telangana Demo District 3,Sports,Sports Equipment Facility,IA-TS-001,Sanctioned,Completed,2026-09-01,COMPLETION,False,2025-09-21,2025-10-27,2025-12-07,2026-08-08,2025-12-30,744000,770000,747000.0,1.0349462365591398,1.0040322580645162,0.9701298701298702,36.0,244.0,41.0,2,775000,1,433000.0,387500.0,0.5587096774193548,1.0,2026-03-06,2026-07-11,52.0,1,True,0,103.74832663989291,28000.0,3.748326639892905,7,2026-02-02,2026-08-31,100.0,103.7,100.0,3.700000000000003,0.0,1.0,0,0.0,0,12.914285714285715,True,245.0,-24.0,,1.098360655737705,1,True,2026-08-31,False,False,False,False,False,,244.0,23.0,100.0,775000,0,0.0
W-002411,MP-MH-006,Maharashtra,Maharashtra Rajya Sabha Seat,Maharashtra Demo District 2,Renewable Energy,Solar Water System,IA-MH-003,Sanctioned,Ongoing,2026-09-01,EXECUTION,False,2026-04-26,2026-06-08,2026-06-20,2027-03-26,2026-07-24,1170000,1123000,1144000.0,0.9598290598290599,0.9777777777777777,1.018699910952805,43.0,279.0,12.0,4,139000,1,37000.0,34750.0,0.26618705035971224,1.0,2026-08-05,2026-08-19,13.0,0,False,0,12.15034965034965,0.0,0.0,6,2026-07-30,2026-08-31,11.4,12.2,13.6,0.7999999999999989,2.1999999999999993,1.0,2,5.3,0,5.0625,True,39.0,206.0,0.0,0.2616487455197133,0,False,,False,False,False,False,False,,,,11.4,139000,0,0.0
W-002412,MP-AP-003,Andhra Pradesh,Andhra Pradesh Demo Constituency 3,Andhra Pradesh Demo District 3,Community Infrastructure,Anganwadi Building,IA-AP-005,Sanctioned,Completed,2026-09-01,COMPLETION,False,2023-10-15,2023-10-22,2023-11-18,2024-08-10,2023-11-28,2694000,2535000,2529000.0,0.9409799554565702,0.9387527839643652,0.9976331360946745,7.0,266.0,27.0,1,2685000,1,2685000.0,2685000.0,1.0,1.0,2024-10-25,2024-10-25,676.0,1,True,0,106.16844602609727,156000.0,6.168446026097272,4,2024-08-05,2026-08-31,100.0,106.2,100.0,6.200000000000003,0.0,1.0,0,0.0,0,2.865079365079365,True,1008.0,-752.0,,3.827067669172932,1,True,2026-08-31,False,False,False,True,False,,1007.0,751.0,100.0,2685000,0,0.0
W-002413,MP-AP-004,Andhra Pradesh,Andhra Pradesh Demo Constituency 4,Andhra Pradesh Demo District 2,Health,Public Health Facility,IA-AP-003,Sanctioned,Ongoing,2026-09-01,EXECUTION,False,2024-06-10,2024-07-22,2024-08-02,2025-02-14,2024-08-19,3489000,3467000,3480000.0,0.9936944683290341,0.9974204643164231,1.0037496394577445,42.0,196.0,11.0,4,3175000,1,1080000.0,793750.0,0.3401574803149606,1.0,2024-10-13,2025-06-02,456.0,0,False,0,91.23563218390804,0.0,0.0,7,2024-12-03,2026-08-31,85.9,91.2,100.0,5.299999999999997,14.099999999999994,1.0,0,0.0,0,3.4009433962264155,True,743.0,-564.0,564.0,3.877551020408163,0,False,,False,False,False,False,False,,,,85.9,3175000,0,0.0
W-002414,MP-KA-005,Karnataka,Karnataka Demo Constituency 5,Karnataka Demo District 3,Health,Ambulance Shelter,IA-KA-003,Sanctioned,Completed,2026-09-01,COMPLETION,False,2025-07-10,2025-08-07,2025-08-15,2026-02-22,2025-08-12,906000,955000,989000.0,1.054083885209713,1.0916114790286975,1.0356020942408377,28.0,191.0,8.0,4,949000,1,322000.0,237250.0,0.339304531085353,1.0,2025-12-08,2026-04-23,131.0,1,True,0,95.95551061678464,0.0,0.0,8,2025-09-29,2026-08-31,100.0,96.0,100.0,-4.0,0.0,1.0,0,0.0,0,7.883928571428572,True,385.0,-191.0,,2.0,1,True,2026-08-31,False,False,False,False,False,,384.0,190.0,100.0,949000,0,0.0
W-002415,MP-AP-003,Andhra Pradesh,Andhra Pradesh Demo Constituency 3,Andhra Pradesh Demo District 4,Renewable Energy,Solar Water System,IA-AP-001,Sanctioned,Completed,2026-09-01,COMPLETION,False,2025-11-19,2025-12-27,2026-01-13,2026-08-29,2026-02-14,1765000,1779000,1803000.0,1.0079320113314447,1.021529745042493,1.0134907251264755,38.0,228.0,17.0,5,1891000,1,532000.0,378200.0,0.281332628239027,1.0,2026-03-27,2026-08-29,3.0,1,True,0,104.88075429839157,88000.0,4.88075429839157,6,2026-03-19,2026-08-31,100.0,104.9,86.8,4.900000000000006,-13.200000000000003,1.0,0,0.0,0,15.254545454545456,True,199.0,-3.0,,1.013157894736842,1,True,2026-08-31,False,False,False,False,False,,198.0,2.0,100.0,1891000,0,0.0
W-002416,MP-RJ-003,Rajasthan,Rajasthan Demo Constituency 3,Rajasthan Demo District 2,Sports,Playground Development,IA-RJ-003,Sanctioned,Completed,2026-09-01,COMPLETION,False,2024-11-16,2024-12-30,2025-01-21,2026-01-12,2025-01-26,2511000,2416000,2365000.0,0.9621664675428117,0.9418558343289526,0.9788907284768212,44.0,356.0,22.0,4,2368000,1,795000.0,592000.0,0.33572635135135137,1.0,2025-10-08,2026-04-17,137.0,1,True,0,100.12684989429175,3000.0,0.12684989429175475,5,2025-05-22,2026-08-31,100.0,100.1,100.0,0.09999999999999432,0.0,1.0,0,0.0,0,5.163090128755365,True,583.0,-232.0,,1.651685393258427,1,True,2026-08-31,True,False,False,False,False,2368000.0,582.0,231.0,100.0,2368000,0,0.0
W-002417,MP-RJ-001,Rajasthan,Rajasthan Demo Constituency 1,Rajasthan Demo District 4,Community Infrastructure,Community Hall,IA-RJ-006,Sanctioned,Ongoing,2026-09-01,EXECUTION,False,2026-03-05,2026-03-26,2026-04-09,2027-02-02,2026-05-10,3070000,3216000,3303000.0,1.047557003257329,1.0758957654723127,1.0270522388059702,21.0,299.0,14.0,3,1338000,1,560000.0,446000.0,0.41853512705530643,1.0,2026-05-24,2026-08-27,5.0,0,False,0,40.508628519527704,0.0,0.0,6,2026-05-28,2026-08-31,47.5,40.5,37.8,-7.0,-9.700000000000003,1.0,1,1.5,0,11.873684210526315,True,114.0,154.0,0.0,0.48494983277591974,0,False,,False,False,False,False,False,,,,47.5,1338000,0,0.0
W-002418,MP-AP-004,Andhra Pradesh,Andhra Pradesh Demo Constituency 4,Andhra Pradesh Demo District 2,Roads & Bridges,Approach Road,IA-AP-001,Sanctioned,Completed,2026-09-01,COMPLETION,False,2024-07-12,2024-08-17,2024-09-18,2025-07-07,2024-10-18,3360000,3518000,3654000.0,1.0470238095238096,1.0875,1.038658328595793,36.0,292.0,32.0,3,3718000,1,1571000.0,1239333.3333333333,0.4225389994620764,1.0,2025-05-15,2025-12-02,273.0,1,True,0,101.75150519978106,64000.0,1.751505199781062,5,2025-03-03,2026-08-31,100.0,101.8,100.0,1.7999999999999972,0.0,1.0,0,0.0,0,3.8681318681318686,True,683.0,-421.0,,2.441780821917808,1,True,2026-08-31,False,False,False,False,False,,682.0,420.0,100.0,3718000,0,0.0
W-002419,MP-AP-001,Andhra Pradesh,Andhra Pradesh Demo Constituency 1,Andhra Pradesh Demo District 4,Sanitation,Public Toilet,IA-AP-005,Sanctioned,Ongoing,2026-09-01,EXECUTION,False,2026-05-20,2026-06-16,2026-06-26,2027-01-20,2026-06-26,2223000,2254000,2214000.0,1.0139451192082771,0.9959514170040485,0.9822537710736469,27.0,208.0,10.0,6,1933000,1,487000.0,322166.6666666667,0.25193998965338854,1.0,2026-07-09,2026-08-16,16.0,0,False,0,87.30803974706414,0.0,0.0,3,2026-07-18,2026-08-31,31.0,87.3,31.7,56.3,0.6999999999999993,1.0,0,0.0,0,9.681818181818182,True,67.0,141.0,0.0,0.32211538461538464,0,False,,False,False,False,False,False,,,,31.0,1933000,0,0.0
W-002420,MP-TS-004,Telangana,Telangana Demo Constituency 4,Telangana Demo District 1,Community Infrastructure,Bus Shelter,IA-TS-005,Sanctioned,Ongoing,2026-09-01,EXECUTION,False,2026-05-05,2026-05-20,2026-06-10,2026-12-27,2026-06-10,1109000,1070000,1106000.0,0.9648331830477908,0.9972948602344455,1.033644859813084,15.0,200.0,21.0,5,535000,1,128000.0,107000.0,0.23925233644859814,1.0,2026-07-10,2026-08-20,12.0,0,False,0,48.372513562386985,0.0,0.0,8,2026-06-20,2026-08-31,50.2,48.4,41.0,-1.8000000000000043,-9.200000000000003,1.0,0,0.0,0,18.375,True,83.0,117.0,0.0,0.415,0,False,,False,False,False,False,False,,,,50.2,535000,0,0.0
W-002421,MP-TS-005,Telangana,Telangana Demo Constituency 5,Telangana Demo District 3,Drinking Water,Borewell,IA-TS-006,Sanctioned,Completed,2026-09-01,COMPLETION,False,2023-06-10,2023-07-04,2023-08-18,2024-04-18,2023-08-31,2722000,2833000,2851000.0,1.0407788390889052,1.047391623806025,1.0063536886692552,24.0,244.0,45.0,6,3664000,1,897000.0,610666.6666666666,0.24481441048034935,1.0,2023-10-30,2024-08-18,744.0,1,True,0,128.51631006664329,813000.0,28.516310066643285,3,2024-08-30,2026-08-31,100.0,128.5,100.0,28.5,0.0,1.0,0,0.0,0,2.7455540355677157,True,1097.0,-866.0,,4.549180327868853,1,True,2026-08-31,True,False,False,False,False,3664000.0,1096.0,865.0,100.0,3664000,0,0.0
W-002422,MP-RJ-005,Rajasthan,Rajasthan Demo Constituency 5,Rajasthan Demo District 4,Health,Public Health Facility,IA-RJ-005,Sanctioned,Ongoing,2026-09-01,EXECUTION,False,2024-12-27,2025-02-10,2025-03-24,2025-10-18,2025-04-01,3711000,3544000,3589000.0,0.9549986526542711,0.9671247642144974,1.0126975169300225,45.0,208.0,42.0,2,3111000,1,1940000.0,1555500.0,0.623593699774992,1.0,2025-06-30,2025-10-22,314.0,0,False,0,86.68152688771245,0.0,0.0,4,2025-08-08,2026-08-31,89.7,86.7,100.0,-3.0,10.299999999999997,1.0,0,0.0,0,5.690721649484535,True,518.0,-318.0,318.0,2.5288461538461537,0,False,,False,False,False,False,False,,,,89.7,3111000,0,0.0
