group_type,group_value,metric,month,current_value,current_event_count,baseline_month_count,historical_event_support,median,mad,q1,q3,iqr,p10,p90,robust_z,deviation_method,ewma,trend_deviation_flag
STATE,state_name=Rajasthan,released_payment_amount_inr,2024-08,35946000.0,52,6,214,16947000.0,5906500.0,11873250.0,23894250.0,12021000.0,11040500.0,27169000.0,2.169614069245746,MAD,24760863.054335482,False
STATE,state_name=Rajasthan,released_payment_amount_inr,2024-09,24561000.0,38,6,238,22531500.0,8973000.0,13302750.0,28125000.0,14822250.0,11040500.0,32513500.0,0.1525574222668004,MAD,24700904.138034835,False
STATE,state_name=Rajasthan,released_payment_amount_inr,2024-10,20006000.0,36,6,252,24909000.0,4637500.0,20994750.0,28125000.0,7130250.0,15376000.0,32513500.0,-0.7131155795148248,MAD,23292432.896624383,False
STATE,state_name=Rajasthan,released_payment_amount_inr,2024-11,25406000.0,36,6,261,24909000.0,4537500.0,21144750.0,28125000.0,6980250.0,19906000.0,32513500.0,0.07387911845730027,MAD,23926503.027637064,False
STATE,state_name=Rajasthan,released_payment_amount_inr,2024-12,27160000.0,47,6,251,24909000.0,2700000.0,21144750.0,25368750.0,4224000.0,19906000.0,30676000.0,0.5623331481481482,MAD,24896552.119345944,False
STATE,state_name=Rajasthan,released_payment_amount_inr,2025-01,26894000.0,40,6,254,25331500.0,1299500.0,24735000.0,26721500.0,1986500.0,22283500.0,31553000.0,0.8110090419392074,MAD,25495786.48354216,False
STATE,state_name=Rajasthan,released_payment_amount_inr,2025-02,20297000.0,31,6,249,26150000.0,1299500.0,24772250.0,27093500.0,2321250.0,22283500.0,31553000.0,-3.0379749903809157,MAD,23936150.53847951,False
STATE,state_name=Rajasthan,released_payment_amount_inr,2025-03,21404000.0,39,6,228,24983500.0,2043500.0,21363000.0,26522000.0,5159000.0,20151500.0,27027000.0,-1.1814889894788354,MAD,23176505.376935657,False
STATE,state_name=Rajasthan,released_payment_amount_inr,2025-04,25988000.0,46,6,229,23405000.0,3253500.0,20573750.0,26522000.0,5948250.0,20151500.0,27027000.0,0.5354951590594744,MAD,24019953.763854958,False
STATE,state_name=Rajasthan,released_payment_amount_inr,2025-05,21547000.0,42,6,239,25697000.0,1330000.0,22404500.0,26667500.0,4263000.0,20850500.0,27027000.0,-2.1046428571428573,MAD,23278067.63469847,False
STATE,state_name=Rajasthan,released_payment_amount_inr,2025-06,35333000.0,53,6,245,23767500.0,2745000.0,21439750.0,26667500.0,5227750.0,20850500.0,27027000.0,2.841868761384335,MAD,26894547.344288927,False
STATE,state_name=Rajasthan,released_payment_amount_inr,2025-07,17320000.0,30,6,251,23767500.0,2745000.0,21439750.0,26667500.0,5227750.0,20850500.0,31113500.0,-1.5842764116575592,MAD,24022183.14100225,False
STATE,state_name=Rajasthan,released_payment_amount_inr,2025-08,25209000.0,39,6,241,21475500.0,2667000.0,20573750.0,24877750.0,4304000.0,18808500.0,30660500.0,0.9442241282339707,MAD,24378228.19870157,False
STATE,state_name=Rajasthan,released_payment_amount_inr,2025-09,22492000.0,37,6,249,23378000.0,2292000.0,21439750.0,25793250.0,4353500.0,19362000.0,30660500.0,-0.26073603839441534,MAD,23812359.7390911,False
STATE,state_name=Rajasthan,released_payment_amount_inr,2025-10,23222000.0,37,6,247,23850500.0,2220500.0,21783250.0,25793250.0,4010000.0,19433500.0,30660500.0,-0.19091342040081064,MAD,23635251.81736377,False
STATE,state_name=Rajasthan,released_payment_amount_inr,2025-11,26473000.0,42,6,238,22857000.0,1831000.0,21783250.0,24712250.0,2929000.0,19433500.0,30271000.0,1.3320546149645003,MAD,24486576.272154637,False
STATE,state_name=Rajasthan,released_payment_amount_inr,2025-12,21925000.0,39,6,238,24215500.0,1990500.0,22674500.0,26157000.0,3482500.0,19906000.0,30903000.0,-0.7761578749058026,MAD,23718103.390508246,False
STATE,state_name=Rajasthan,released_payment_amount_inr,2026-01,17133000.0,38,6,224,22857000.0,1642000.0,22066750.0,24712250.0,2645500.0,19622500.0,25841000.0,-2.3513020706455543,MAD,21742572.37335577,False
STATE,state_name=Rajasthan,released_payment_amount_inr,2026-02,22528000.0,41,6,232,22857000.0,1642000.0,22066750.0,24712250.0,2645500.0,19529000.0,25841000.0,-0.1351464677222899,MAD,21978200.661349036,False
STATE,state_name=Rajasthan,released_payment_amount_inr,2026-03,25791000.0,48,6,234,22510000.0,648500.0,22066750.0,23048500.0,981750.0,19529000.0,24847500.0,3.4125435620663067,MAD,23122040.46294432,False
STATE,state_name=Rajasthan,released_payment_amount_inr,2026-04,34357000.0,62,6,245,22875000.0,1933000.0,22075750.0,25148750.0,3073000.0,19529000.0,26132000.0,4.006523021210554,MAD,26492528.32406102,True
STATE,state_name=Rajasthan,released_payment_amount_inr,2026-05,34382000.0,74,6,270,24159500.0,2274000.0,22075750.0,26302500.0,4226750.0,19529000.0,30415000.0,3.03213555408971,MAD,28859369.826842714,False
STATE,state_name=Rajasthan,released_payment_amount_inr,2026-06,27108000.0,76,6,302,24159500.0,4630500.0,22075750.0,32215500.0,10139750.0,19529000.0,34369500.0,0.4294921174819134,MAD,28333958.878789898,False
STATE,state_name=Rajasthan,released_payment_amount_inr,2026-07,21406000.0,66,6,339,26449500.0,5914500.0,23343750.0,32544750.0,9201000.0,19830500.0,34369500.0,-0.5751696254966607,MAD,26255571.215152927,False
STATE,state_name=Rajasthan,released_payment_amount_inr,2026-08,37946000.0,125,6,367,26449500.0,4482500.0,23343750.0,32544750.0,9201000.0,21967000.0,34369500.0,1.7299250976017848,MAD,29762699.85060705,False
STATE,state_name=Rajasthan,released_payment_count,2023-07,2.0,2,0,0,,,,,,,,,INSUFFICIENT_PRIOR_MONTHS,2.0,False
STATE,state_name=Rajasthan,released_payment_count,2023-08,5.0,5,1,2,2.0,0.0,2.0,2.0,0.0,2.0,2.0,,INSUFFICIENT_PRIOR_MONTHS,2.9,False
STATE,state_name=Rajasthan,released_payment_count,2023-09,7.0,7,2,7,3.5,1.5,2.75,4.25,1.5,2.3,4.7,,INSUFFICIENT_PRIOR_MONTHS,4.13,False
STATE,state_name=Rajasthan,released_payment_count,2023-10,12.0,12,3,14,5.0,2.0,3.5,6.0,2.5,2.6,6.6,,INSUFFICIENT_PRIOR_MONTHS,6.491,False
STATE,state_name=Rajasthan,released_payment_count,2023-11,12.0,12,4,26,6.0,2.5,4.25,8.25,4.0,2.9000000000000004,10.5,1.6187999999999998,MAD,8.143699999999999,False
STATE,state_name=Rajasthan,released_payment_count,2023-12,19.0,19,5,38,7.0,5.0,5.0,12.0,7.0,3.2,12.0,1.6187999999999998,MAD,11.40059,False
STATE,state_name=Rajasthan,released_payment_count,2024-01,28.0,28,6,57,9.5,3.5,5.5,12.0,6.5,3.5,15.5,3.5652142857142857,MAD,16.380412999999997,True
STATE,state_name=Rajasthan,released_payment_count,2024-02,28.0,28,6,83,12.0,6.0,8.25,17.25,9.0,6.0,23.5,1.7986666666666666,MAD,19.866289099999996,False
STATE,state_name=Rajasthan,released_payment_count,2024-03,24.0,24,6,106,15.5,6.0,12.0,25.75,13.75,9.5,28.0,0.9555416666666666,MAD,21.106402369999998,False
STATE,state_name=Rajasthan,released_payment_count,2024-04,27.0,27,6,123,21.5,6.5,13.75,27.0,13.25,12.0,28.0,0.5707307692307693,MAD,22.874481658999997,False
STATE,state_name=Rajasthan,released_payment_count,2024-05,46.0,46,6,138,25.5,2.5,20.25,27.75,7.5,15.5,28.0,5.5309,MAD,29.812137161299994,True
STATE,state_name=Rajasthan,released_payment_count,2024-06,44.0,44,6,172,27.5,2.0,24.75,28.0,3.25,21.5,37.0,5.5646249999999995,MAD,34.06849601290999,True
STATE,state_name=Rajasthan,released_payment_count,2024-07,45.0,45,6,197,28.0,2.5,27.25,40.0,12.75,25.5,45.0,4.5866,MAD,37.34794720903699,True
STATE,state_name=Rajasthan,released_payment_count,2024-08,52.0,52,6,214,36.0,9.0,27.25,44.75,17.5,25.5,45.5,1.199111111111111,MAD,41.74356304632589,False
STATE,state_name=Rajasthan,released_payment_count,2024-09,38.0,38,6,238,44.5,4.5,31.25,45.75,14.5,25.5,49.0,-0.9742777777777777,MAD,40.62049413242812,False
STATE,state_name=Rajasthan,released_payment_count,2024-10,36.0,36,6,252,44.5,4.0,39.5,45.75,6.25,32.5,49.0,-1.4333125,MAD,39.23434589269968,False
STATE,state_name=Rajasthan,released_payment_count,2024-11,36.0,36,6,261,44.5,4.0,39.5,45.75,6.25,37.0,49.0,-1.4333125,MAD,38.26404212488977,False
STATE,state_name=Rajasthan,released_payment_count,2024-12,47.0,47,6,251,41.0,4.5,36.5,44.75,8.25,36.0,48.5,0.8993333333333333,MAD,40.884829487422834,False
STATE,state_name=Rajasthan,released_payment_count,2025-01,40.0,40,6,254,41.5,5.5,36.5,46.5,10.0,36.0,49.5,-0.18395454545454545,MAD,40.61938064119598,False
STATE,state_name=Rajasthan,released_payment_count,2025-02,31.0,31,6,249,39.0,3.0,36.5,45.25,8.75,36.0,49.5,-1.7986666666666666,MAD,37.73356644883718,False
STATE,state_name=Rajasthan,released_payment_count,2025-03,39.0,39,6,228,37.0,2.0,36.0,39.5,3.5,33.5,43.5,0.6745,MAD,38.113496514186025,False
STATE,state_name=Rajasthan,released_payment_count,2025-04,46.0,46,6,229,37.5,2.0,36.0,39.75,3.75,33.5,43.5,2.866625,MAD,40.479447559930215,False
STATE,state_name=Rajasthan,released_payment_count,2025-05,42.0,42,6,239,39.5,5.0,36.75,44.5,7.75,33.5,46.5,0.33725,MAD,40.93561329195115,False
STATE,state_name=Rajasthan,released_payment_count,2025-06,53.0,53,6,245,41.0,3.5,39.25,45.0,5.75,35.0,46.5,2.3125714285714283,MAD,44.5549293043658,False
STATE,state_name=Rajasthan,released_payment_count,2025-07,30.0,30,6,251,41.0,3.5,39.25,45.0,5.75,35.0,49.5,-2.119857142857143,MAD,40.188450513056054,False
STATE,state_name=Rajasthan,released_payment_count,2025-08,39.0,39,6,241,40.5,7.5,33.0,45.0,12.0,30.5,49.5,-0.1349,MAD,39.83191535913923,False
STATE,state_name=Rajasthan,released_payment_count,2025-09,37.0,37,6,249,40.5,3.5,39.0,45.0,6.0,34.5,49.5,-0.6745,MAD,38.98234075139746,False
STATE,state_name=Rajasthan,released_payment_count,2025-10,37.0,37,6,247,40.5,4.5,37.5,45.0,7.5,33.5,49.5,-0.5246111111111111,MAD,38.38763852597822,False
STATE,state_name=Rajasthan,released_payment_count,2025-11,42.0,42,6,238,38.0,2.5,37.0,41.25,4.25,33.5,47.5,1.0792,MAD,39.471346968184754,False
STATE,state_name=Rajasthan,released_payment_count,2025-12,39.0,39,6,238,38.0,2.5,37.0,41.25,4.25,33.5,47.5,0.2698,MAD,39.32994287772932,False
STATE,state_name=Rajasthan,released_payment_count,2026-01,38.0,38,6,224,38.0,1.0,37.0,39.0,2.0,33.5,40.5,0.0,MAD,38.93096001441052,False
STATE,state_name=Rajasthan,released_payment_count,2026-02,41.0,41,6,232,38.5,1.0,37.25,39.0,1.75,37.0,40.5,1.68625,MAD,39.551672010087366,False
STATE,state_name=Rajasthan,released_payment_count,2026-03,48.0,48,6,234,38.5,1.5,37.25,40.5,3.25,37.0,41.5,4.271833333333333,MAD,42.086170407061154,True
STATE,state_name=Rajasthan,released_payment_count,2026-04,62.0,62,6,245,40.0,2.0,38.25,41.75,3.5,37.5,45.0,7.4195,MAD,48.06031928494281,True
STATE,state_name=Rajasthan,released_payment_count,2026-05,74.0,74,6,270,41.5,3.0,39.5,46.5,7.0,38.5,55.0,7.307083333333334,MAD,55.84222349945996,True
STATE,state_name=Rajasthan,released_payment_count,2026-06,76.0,76,6,302,44.5,6.0,39.5,58.5,19.0,38.5,68.0,3.5411249999999996,MAD,61.88955644962198,True
STATE,state_name=Rajasthan,released_payment_count,2026-07,66.0,66,6,339,55.0,15.5,42.75,71.0,28.25,39.5,75.0,0.4786774193548387,MAD,63.122689514735384,False
STATE,state_name=Rajasthan,released_payment_count,2026-08,125.0,125,6,367,64.0,11.0,51.5,72.0,20.5,44.5,75.0,3.740409090909091,MAD,81.68588266031477,True
STATE,state_name=Rajasthan,sanction_work_count,2023-04,1.0,1,0,0,,,,,,,,,INSUFFICIENT_PRIOR_MONTHS,1.0,False
STATE,state_name=Rajasthan,sanction_work_count,2023-05,9.0,9,1,1,1.0,0.0,1.0,1.0,0.0,1.0,1.0,,INSUFFICIENT_PRIOR_MONTHS,3.3999999999999995,False
STATE,state_name=Rajasthan,sanction_work_count,2023-06,10.0,10,2,10,5.0,4.0,3.0,7.0,4.0,1.8,8.2,,INSUFFICIENT_PRIOR_MONTHS,5.379999999999999,False
STATE,state_name=Rajasthan,sanction_work_count,2023-07,15.0,15,3,20,9.0,1.0,5.0,9.5,4.5,2.6,9.8,,INSUFFICIENT_PRIOR_MONTHS,8.265999999999998,False
STATE,state_name=Rajasthan,sanction_work_count,2023-08,7.0,7,4,35,9.5,3.0,7.0,11.25,4.25,3.4000000000000004,13.5,-0.5620833333333334,MAD,7.886199999999999,False
STATE,state_name=Rajasthan,sanction_work_count,2023-09,14.0,14,5,42,9.0,2.0,7.0,10.0,3.0,3.4000000000000004,13.0,1.68625,MAD,9.72034,False
STATE,state_name=Rajasthan,sanction_work_count,2023-10,12.0,12,6,56,9.5,3.5,7.5,13.0,5.5,4.0,14.5,0.4817857142857143,MAD,10.404238,False
STATE,state_name=Rajasthan,sanction_work_count,2023-11,9.0,9,6,67,11.0,2.5,9.25,13.5,4.25,8.0,14.5,-0.5396,MAD,9.9829666,False
STATE,state_name=Rajasthan,sanction_work_count,2023-12,17.0,17,6,67,11.0,2.5,9.25,13.5,4.25,8.0,14.5,1.6187999999999998,MAD,12.088076619999999,False
STATE,state_name=Rajasthan,sanction_work_count,2024-01,11.0,11,6,74,13.0,3.0,9.75,14.75,5.0,8.0,16.0,-0.44966666666666666,MAD,11.761653633999998,False
STATE,state_name=Rajasthan,sanction_work_count,2024-02,13.0,13,6,70,11.5,2.5,9.5,13.5,4.0,8.0,15.5,0.40469999999999995,MAD,12.1331575438,False
STATE,state_name=Rajasthan,sanction_work_count,2024-03,16.0,16,6,76,12.5,1.5,11.25,13.75,2.5,10.0,15.5,1.5738333333333332,MAD,13.293210280659999,False
STATE,state_name=Rajasthan,sanction_work_count,2024-04,12.0,12,6,78,12.5,2.5,11.25,15.25,4.0,10.0,16.5,-0.1349,MAD,12.905247196461998,False
STATE,state_name=Rajasthan,sanction_work_count,2024-05,10.0,10,6,78,12.5,2.5,11.25,15.25,4.0,10.0,16.5,-0.6745,MAD,12.033673037523398,False
STATE,state_name=Rajasthan,sanction_work_count,2024-06,10.0,10,6,79,12.5,2.0,11.25,15.25,4.0,10.5,16.5,-0.843125,MAD,11.423571126266378,False
STATE,state_name=Rajasthan,sanction_work_count,2024-07,6.0,6,6,72,11.5,1.5,10.25,12.75,2.5,10.0,14.5,-2.4731666666666667,MAD,9.796499788386463,False
STATE,state_name=Rajasthan,sanction_work_count,2024-08,14.0,14,6,67,11.0,1.5,10.0,12.75,2.75,8.0,14.5,1.349,MAD,11.057549851870522,False
STATE,state_name=Rajasthan,sanction_work_count,2024-09,14.0,14,6,68,11.0,2.0,10.0,13.5,3.5,8.0,15.0,1.01175,MAD,11.940284896309365,False
STATE,state_name=Rajasthan,sanction_work_count,2024-10,7.0,7,6,66,11.0,2.0,10.0,13.5,3.5,8.0,14.0,-1.349,MAD,10.458199427416554,False
STATE,state_name=Rajasthan,sanction_work_count,2024-11,8.0,8,6,61,10.0,3.5,7.75,13.0,5.25,6.5,14.0,-0.3854285714285714,MAD,9.720739599191587,False
STATE,state_name=Rajasthan,sanction_work_count,2024-12,12.0,12,6,59,9.0,2.5,7.25,13.0,5.75,6.5,14.0,0.8093999999999999,MAD,10.40451771943411,False
STATE,state_name=Rajasthan,sanction_work_count,2025-01,18.0,18,6,61,10.0,3.5,7.25,13.5,6.25,6.5,14.0,1.5417142857142856,MAD,12.683162403603877,False
STATE,state_name=Rajasthan,sanction_work_count,2025-02,14.0,14,6,73,13.0,3.0,9.0,14.0,5.0,7.5,16.0,0.22483333333333333,MAD,13.078213682522712,False
STATE,state_name=Rajasthan,sanction_work_count,2025-03,11.0,11,6,73,13.0,3.0,9.0,14.0,5.0,7.5,16.0,-0.44966666666666666,MAD,12.454749577765899,False
STATE,state_name=Rajasthan,sanction_work_count,2025-04,4.0,4,6,70,11.5,3.0,8.75,13.5,4.75,7.5,16.0,-1.68625,MAD,9.918324704436127,False
STATE,state_name=Rajasthan,sanction_work_count,2025-05,10.0,10,6,67,11.5,3.0,8.75,13.5,4.75,6.0,16.0,-0.33725,MAD,9.942827293105289,False
STATE,state_name=Rajasthan,sanction_work_count,2025-06,15.0,15,6,69,11.5,2.0,10.25,13.5,3.25,7.0,16.0,1.180375,MAD,11.459979105173701,False
STATE,state_name=Rajasthan,sanction_work_count,2025-07,13.0,13,6,72,12.5,2.5,10.25,14.75,4.5,7.0,16.5,0.1349,MAD,11.921985373621592,False
STATE,state_name=Rajasthan,sanction_work_count,2025-08,13.0,13,6,67,12.0,2.0,10.25,13.75,3.5,7.0,14.5,0.33725,MAD,12.245389761535113,False
STATE,state_name=Rajasthan,sanction_work_count,2025-09,6.0,6,6,66,12.0,1.5,10.25,13.0,2.75,7.0,14.0,-2.698,MAD,10.37177283307458,False
STATE,state_name=Rajasthan,sanction_work_count,2025-10,8.0,8,6,61,11.5,2.5,7.0,13.0,6.0,5.0,14.0,-0.9442999999999999,MAD,9.660240983152205,False
STATE,state_name=Rajasthan,sanction_work_count,2025-11,9.0,9,6,65,11.5,2.5,8.5,13.0,4.5,7.0,14.0,-0.6745,MAD,9.462168688206543,False
STATE,state_name=Rajasthan,sanction_work_count,2025-12,13.0,13,6,64,11.0,2.5,8.25,13.0,4.75,7.0,14.0,0.5396,MAD,10.52351808174458,False
STATE,state_name=Rajasthan,sanction_work_count,2026-01,11.0,11,6,62,11.0,2.0,8.25,13.0,4.75,7.0,13.0,0.0,MAD,10.666462657221206,False
STATE,state_name=Rajasthan,sanction_work_count,2026-02,17.0,17,6,60,10.0,2.5,8.25,12.5,4.25,7.0,13.0,1.8885999999999998,MAD,12.566523860054843,False
STATE,state_name=Rajasthan,sanction_work_count,2026-03,14.0,14,6,64,10.0,2.5,8.25,12.5,4.25,7.0,15.0,1.0792,MAD,12.99656670203839,False
STATE,state_name=Rajasthan,sanction_work_count,2026-04,11.0,11,6,72,12.0,2.5,9.5,13.75,4.25,8.5,15.5,-0.2698,MAD,12.397596691426873,False
STATE,state_name=Rajasthan,sanction_work_count,2026-05,14.0,14,6,75,12.0,1.5,11.0,13.75,2.75,10.0,15.5,0.8993333333333333,MAD,12.878317683998812,False
STATE,state_name=Rajasthan,sanction_work_count,2026-06,6.0,6,6,80,13.5,1.5,11.5,14.0,2.5,11.0,15.5,-3.3725,MAD,10.814822378799168,False
STATE,state_name=Rajasthan,sanction_work_count,2026-07,3.0,3,6,73,12.5,1.5,11.0,14.0,3.0,8.5,15.5,-4.271833333333333,MAD,8.470375665159416,True
STATE,state_name=Rajasthan,sanction_work_count,2026-08,0.0,0,6,65,12.5,3.0,7.25,14.0,6.75,4.5,15.5,-2.810416666666667,MAD,5.929262965611591,False
STATE,state_name=Rajasthan,sanctioned_amount_inr,2023-04,1334000.0,1,0,0,,,,,,,,,INSUFFICIENT_PRIOR_MONTHS,1334000.0,False
STATE,state_name=Rajasthan,sanctioned_amount_inr,2023-05,17659000.0,9,1,1,1334000.0,0.0,1334000.0,1334000.0,0.0,1334000.0,1334000.0,,INSUFFICIENT_PRIOR_MONTHS,6231500.0,False
STATE,state_name=Rajasthan,sanctioned_amount_inr,2023-06,17930000.0,10,2,10,9496500.0,8162500.0,5415250.0,13577750.0,8162500.0,2966500.0,16026500.0,,INSUFFICIENT_PRIOR_MONTHS,9741050.0,False
STATE,state_name=Rajasthan,sanctioned_amount_inr,2023-07,31187000.0,15,3,20,17659000.0,271000.0,9496500.0,17794500.0,8298000.0,4599000.0,17875800.0,,INSUFFICIENT_PRIOR_MONTHS,16174835.0,False
STATE,state_name=Rajasthan,sanctioned_amount_inr,2023-08,16951000.0,7,4,35,17794500.0,6764000.0,13577750.0,21244250.0,7666500.0,6231500.000000001,27209900.000000004,-0.08411306179775281,MAD,16407684.5,False
STATE,state_name=Rajasthan,sanctioned_amount_inr,2023-09,20935000.0,14,5,42,17659000.0,708000.0,16951000.0,17930000.0,979000.0,7580800.0,25884200.0,3.1209915254237286,MAD,17765879.15,False
STATE,state_name=Rajasthan,sanctioned_amount_inr,2023-10,24568000.0,12,6,56,17794500.0,1992000.0,17128000.0,20183750.0,3055750.0,9142500.0,26061000.0,2.2935370230923695,MAD,19806515.404999997,False
STATE,state_name=Rajasthan,sanctioned_amount_inr,2023-11,18697000.0,9,6,67,19432500.0,2127500.0,17726750.0,23659750.0,5933000.0,17305000.0,27877500.0,-0.23318202115158637,MAD,19473660.783499997,False
STATE,state_name=Rajasthan,sanctioned_amount_inr,2023-12,39325000.0,17,6,67,19816000.0,2375500.0,18121750.0,23659750.0,5538000.0,17440500.0,27877500.0,5.539389812671017,MAD,25429062.548449997,True
STATE,state_name=Rajasthan,sanctioned_amount_inr,2024-01,22476000.0,11,6,74,22751500.0,4927500.0,19256500.0,29532250.0,10275750.0,17824000.0,35256000.0,-0.03771177067478437,MAD,24543143.783915,False
STATE,state_name=Rajasthan,sanctioned_amount_inr,2024-02,26203000.0,13,6,70,21705500.0,2935500.0,19256500.0,24045000.0,4788500.0,17824000.0,31946500.0,1.0334061488673139,MAD,25041100.648740496,False
STATE,state_name=Rajasthan,sanctioned_amount_inr,2024-03,36504000.0,16,6,76,23522000.0,2634000.0,21320250.0,25794250.0,4474000.0,19816000.0,32764000.0,3.3243580106302204,MAD,28479970.454118345,False
STATE,state_name=Rajasthan,sanctioned_amount_inr,2024-04,24670000.0,12,6,78,25385500.0,4799000.0,22999000.0,33928750.0,10929750.0,20586500.0,37914500.0,-0.10056360700145864,MAD,27336979.31788284,False
STATE,state_name=Rajasthan,sanctioned_amount_inr,2024-05,21067000.0,10,6,78,25436500.0,4850000.0,23024500.0,33928750.0,10904250.0,20586500.0,37914500.0,-0.607675824742268,MAD,25455985.522517987,False
STATE,state_name=Rajasthan,sanctioned_amount_inr,2024-06,20343000.0,10,6,79,25436500.0,3665000.0,23024500.0,33928750.0,10904250.0,21771500.0,37914500.0,-0.9373985675306957,MAD,23922089.865762588,False
STATE,state_name=Rajasthan,sanctioned_amount_inr,2024-07,13514000.0,6,6,72,23573000.0,2568000.0,21419250.0,25819750.0,4400500.0,20705000.0,31353500.0,-2.6420543224299067,MAD,20799662.90603381,False
STATE,state_name=Rajasthan,sanctioned_amount_inr,2024-08,28270000.0,14,6,67,22868500.0,2930000.0,20524000.0,25819750.0,5295750.0,16928500.0,31353500.0,1.2434511092150171,MAD,23040764.03422367,False
STATE,state_name=Rajasthan,sanctioned_amount_inr,2024-09,29394000.0,14,6,68,22868500.0,3963500.0,20524000.0,27370000.0,6846000.0,16928500.0,32387000.0,1.1104957108616123,MAD,24946734.823956564,False
STATE,state_name=Rajasthan,sanctioned_amount_inr,2024-10,16490000.0,7,6,66,22868500.0,3963500.0,20524000.0,27370000.0,6846000.0,16928500.0,28832000.0,-1.0854795635170935,MAD,22409714.376769595,False
STATE,state_name=Rajasthan,sanctioned_amount_inr,2024-11,18217000.0,8,6,61,20705000.0,5703000.0,17453250.0,26469250.0,9016000.0,15002000.0,28832000.0,-0.29425846045940734,MAD,21151900.063738715,False
STATE,state_name=Rajasthan,sanctioned_amount_inr,2024-12,23382000.0,12,6,59,19280000.0,4278000.0,16921750.0,26288250.0,9366500.0,15002000.0,28832000.0,0.6467505843852267,MAD,21820930.0446171,False
STATE,state_name=Rajasthan,sanctioned_amount_inr,2025-01,32605000.0,18,6,61,20799500.0,5797500.0,16921750.0,27048000.0,10126250.0,15002000.0,28832000.0,1.3734902544200087,MAD,25056151.03123197,False
STATE,state_name=Rajasthan,sanctioned_amount_inr,2025-02,32448000.0,14,6,73,25826000.0,5173500.0,19508250.0,29113000.0,9604750.0,17353500.0,30999500.0,0.8633495699236494,MAD,27273705.72186238,False
STATE,state_name=Rajasthan,sanctioned_amount_inr,2025-03,24888000.0,11,6,73,26388000.0,6138500.0,19508250.0,31684500.0,12176250.0,17353500.0,32526500.0,-0.1648203958621813,MAD,26557994.005303666,False
STATE,state_name=Rajasthan,sanctioned_amount_inr,2025-04,6917000.0,4,6,70,24135000.0,6781500.0,19508250.0,30558000.0,11049750.0,17353500.0,32526500.0,-1.7125327729853277,MAD,20665695.803712565,False
STATE,state_name=Rajasthan,sanctioned_amount_inr,2025-05,25748000.0,10,6,67,24135000.0,7115500.0,19508250.0,30558000.0,11049750.0,12567000.0,32526500.0,0.1529012016021362,MAD,22190387.062598795,False
STATE,state_name=Rajasthan,sanctioned_amount_inr,2025-06,30219000.0,15,6,69,25318000.0,4533000.0,23758500.0,30773000.0,7014500.0,15149500.0,32526500.0,0.7292575557026252,MAD,24598970.943819158,False
STATE,state_name=Rajasthan,sanctioned_amount_inr,2025-07,28760000.0,13,6,72,27983500.0,3780000.0,25103000.0,31890750.0,6787750.0,15902500.0,32526500.0,0.13855800264550264,MAD,25847279.66067341,False
STATE,state_name=Rajasthan,sanctioned_amount_inr,2025-08,30242000.0,13,6,67,27254000.0,2665500.0,25103000.0,29854250.0,4751250.0,15902500.0,31333500.0,0.7561080472706809,MAD,27165695.762471385,False
STATE,state_name=Rajasthan,sanctioned_amount_inr,2025-09,14407000.0,6,6,66,27254000.0,2665500.0,25103000.0,29854250.0,4751250.0,15902500.0,30230500.0,-3.2509103357719003,MAD,23338087.033729967,False
STATE,state_name=Rajasthan,sanctioned_amount_inr,2025-10,18496000.0,8,6,61,27254000.0,2976500.0,17242250.0,29854250.0,12612000.0,10662000.0,30230500.0,-1.984636653788006,MAD,21885460.923610978,False
STATE,state_name=Rajasthan,sanctioned_amount_inr,2025-11,14546000.0,9,6,65,27254000.0,2976500.0,20309000.0,29854250.0,9545250.0,16451500.0,30230500.0,-2.8797399630438436,MAD,19683622.646527685,False
STATE,state_name=Rajasthan,sanctioned_amount_inr,2025-12,31503000.0,13,6,64,23628000.0,6602500.0,15533500.0,29854250.0,14320750.0,14476500.0,30230500.0,0.8044964028776979,MAD,23229435.85256938,False
STATE,state_name=Rajasthan,sanctioned_amount_inr,2026-01,23439000.0,11,6,62,23628000.0,7244500.0,15533500.0,29871500.0,14338000.0,14476500.0,30872500.0,-0.01759686658844641,MAD,23292305.09679856,False
STATE,state_name=Rajasthan,sanctioned_amount_inr,2026-02,36397000.0,17,6,60,20967500.0,6491000.0,15533500.0,28541250.0,13007750.0,14476500.0,30872500.0,1.603327337852411,MAD,27223713.567758992,False
STATE,state_name=Rajasthan,sanctioned_amount_inr,2026-03,27091000.0,14,6,64,20967500.0,6491000.0,15533500.0,29487000.0,13953500.0,14476500.0,33950000.0,0.6363119319057156,MAD,27183899.497431293,False
STATE,state_name=Rajasthan,sanctioned_amount_inr,2026-04,13791000.0,11,6,72,25265000.0,6503500.0,19731750.0,30400000.0,10668250.0,16521000.0,33950000.0,-1.1900073806411933,MAD,23166029.648201905,False
STATE,state_name=Rajasthan,sanctioned_amount_inr,2026-05,28097000.0,14,6,75,25265000.0,8478500.0,16769250.0,30400000.0,13630750.0,14168500.0,33950000.0,0.22529739930412218,MAD,24645320.75374133,False
STATE,state_name=Rajasthan,sanctioned_amount_inr,2026-06,16070000.0,6,6,80,27594000.0,4032000.0,24352000.0,30651500.0,6299500.0,18615000.0,33950000.0,-1.927812003968254,MAD,22072724.52761893,False
