work_id,injected_anomaly_count,injected_anomaly_types,expected_risk_score_0_100,expected_risk_class,duplicate_group_reference,label_usage_note,synthetic_marker
W-002501,0,NONE,5,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002502,0,NONE,1,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002503,0,NONE,7,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002504,0,NONE,5,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002505,1,PAYMENT_BURST,23,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002506,0,NONE,1,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002507,0,NONE,4,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002508,1,EXPENDITURE_PROGRESS_MISMATCH,41,MEDIUM,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002509,0,NONE,12,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002510,0,NONE,3,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002511,0,NONE,12,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002512,0,NONE,2,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002513,0,NONE,5,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002514,0,NONE,1,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002515,0,NONE,9,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002516,0,NONE,1,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002517,0,NONE,0,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002518,0,NONE,2,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002519,0,NONE,3,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002520,0,NONE,5,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002521,1,SANCTION_DEVIATION,19,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002522,1,COST_OVERRUN,30,MEDIUM,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002523,0,NONE,1,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002524,1,PROJECT_DELAY,26,MEDIUM,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002525,0,NONE,12,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002526,0,NONE,8,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002527,0,NONE,12,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002528,0,NONE,0,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002529,0,NONE,12,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002530,1,COST_OVERRUN,32,MEDIUM,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002531,0,NONE,4,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002532,0,NONE,0,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002533,0,NONE,10,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002534,0,NONE,1,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002535,1,PROJECT_DELAY,26,MEDIUM,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002536,1,POTENTIAL_DUPLICATE,36,MEDIUM,DUP-041,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002537,0,NONE,10,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002538,0,NONE,11,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002539,0,NONE,5,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002540,0,NONE,2,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002541,0,NONE,8,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002542,0,NONE,12,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002543,0,NONE,10,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002544,0,NONE,7,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002545,1,COST_OVERRUN,32,MEDIUM,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002546,0,NONE,10,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002547,0,NONE,2,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002548,0,NONE,0,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002549,0,NONE,1,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002550,0,NONE,4,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002551,0,NONE,6,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002552,0,NONE,3,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002553,0,NONE,9,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002554,0,NONE,10,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002555,0,NONE,3,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002556,0,NONE,8,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002557,0,NONE,7,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002558,0,NONE,1,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002559,0,NONE,1,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002560,0,NONE,8,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002561,0,NONE,9,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002562,0,NONE,8,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002563,0,NONE,9,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002564,0,NONE,5,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002565,0,NONE,7,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002566,0,NONE,11,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002567,0,NONE,12,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002568,0,NONE,0,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002569,0,NONE,4,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002570,0,NONE,9,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002571,0,NONE,3,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002572,0,NONE,4,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002573,0,NONE,5,LOW,DUP-042,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002574,1,COMPLIANCE_MISSING,19,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002575,0,NONE,6,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002576,0,NONE,7,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002577,0,NONE,3,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002578,0,NONE,2,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002579,0,NONE,0,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002580,0,NONE,12,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002581,0,NONE,2,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002582,0,NONE,11,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002583,1,SANCTION_DEVIATION,18,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002584,0,NONE,12,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002585,0,NONE,10,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002586,0,NONE,5,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002587,0,NONE,9,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002588,0,NONE,8,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002589,0,NONE,3,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002590,0,NONE,9,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002591,0,NONE,3,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002592,0,NONE,10,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002593,0,NONE,3,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002594,0,NONE,11,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002595,0,NONE,7,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002596,0,NONE,8,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002597,0,NONE,8,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002598,0,NONE,9,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002599,0,NONE,10,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002600,0,NONE,4,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002601,0,NONE,5,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002602,0,NONE,7,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002603,0,NONE,2,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002604,0,NONE,4,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002605,0,NONE,7,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002606,0,NONE,0,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002607,0,NONE,6,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002608,0,NONE,9,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002609,0,NONE,0,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002610,0,NONE,5,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002611,0,NONE,12,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002612,1,COMPLIANCE_MISSING,18,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002613,0,NONE,11,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002614,0,NONE,8,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002615,1,PROJECT_DELAY,26,MEDIUM,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002616,1,SANCTION_DEVIATION,22,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002617,0,NONE,0,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002618,0,NONE,3,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002619,0,NONE,9,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002620,1,PROJECT_DELAY,25,MEDIUM,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002621,1,PROJECT_DELAY,23,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002622,0,NONE,5,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002623,0,NONE,5,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002624,0,NONE,9,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002625,0,NONE,2,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002626,0,NONE,7,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002627,0,NONE,5,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002628,0,NONE,10,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002629,0,NONE,9,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002630,0,NONE,5,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002631,0,NONE,12,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002632,1,SANCTION_DEVIATION,19,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002633,0,NONE,6,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002634,1,SANCTION_DEVIATION,23,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002635,0,NONE,2,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002636,0,NONE,9,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002637,0,NONE,9,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002638,0,NONE,9,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002639,0,NONE,7,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002640,0,NONE,0,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002641,0,NONE,8,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002642,0,NONE,8,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002643,0,NONE,7,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002644,0,NONE,10,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002645,0,NONE,0,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002646,0,NONE,3,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002647,0,NONE,3,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002648,0,NONE,12,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002649,0,NONE,0,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002650,0,NONE,8,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002651,0,NONE,5,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002652,0,NONE,7,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002653,0,NONE,5,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002654,0,NONE,3,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002655,0,NONE,0,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002656,0,NONE,12,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002657,0,NONE,9,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002658,0,NONE,10,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002659,0,NONE,1,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002660,0,NONE,12,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002661,0,NONE,4,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002662,0,NONE,7,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002663,1,SANCTION_DEVIATION,24,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002664,0,NONE,6,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002665,0,NONE,11,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002666,1,PAYMENT_BURST,23,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002667,0,NONE,4,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002668,0,NONE,0,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002669,0,NONE,2,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002670,1,PROJECT_DELAY,24,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002671,0,NONE,7,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002672,0,NONE,7,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002673,0,NONE,4,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002674,0,NONE,5,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002675,0,NONE,9,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002676,1,POTENTIAL_DUPLICATE,35,MEDIUM,DUP-042,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002677,0,NONE,9,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002678,0,NONE,10,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002679,0,NONE,5,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002680,1,POTENTIAL_DUPLICATE,30,MEDIUM,DUP-042,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002681,1,EXPENDITURE_PROGRESS_MISMATCH,39,MEDIUM,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002682,0,NONE,11,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002683,0,NONE,1,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002684,0,NONE,1,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002685,0,NONE,4,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002686,0,NONE,0,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002687,0,NONE,8,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002688,0,NONE,2,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002689,0,NONE,3,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002690,0,NONE,12,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002691,0,NONE,5,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002692,0,NONE,7,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002693,0,NONE,9,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002694,0,NONE,1,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002695,0,NONE,2,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002696,0,NONE,4,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002697,0,NONE,5,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002698,0,NONE,8,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002699,0,NONE,6,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002700,0,NONE,2,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002701,0,NONE,8,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002702,0,NONE,5,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002703,0,NONE,4,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002704,0,NONE,9,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002705,0,NONE,10,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002706,0,NONE,6,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002707,0,NONE,2,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002708,0,NONE,10,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002709,0,NONE,0,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002710,1,POTENTIAL_DUPLICATE,31,MEDIUM,DUP-042,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002711,0,NONE,0,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002712,0,NONE,1,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002713,0,NONE,11,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002714,0,NONE,8,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002715,0,NONE,1,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002716,0,NONE,11,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002717,0,NONE,12,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002718,0,NONE,12,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002719,1,COST_OVERRUN,31,MEDIUM,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002720,0,NONE,0,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002721,0,NONE,1,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002722,1,POTENTIAL_DUPLICATE,33,MEDIUM,DUP-042,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002723,0,NONE,1,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002724,0,NONE,0,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002725,0,NONE,12,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002726,1,PROJECT_DELAY,22,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002727,0,NONE,5,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002728,0,NONE,8,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002729,0,NONE,8,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002730,0,NONE,6,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002731,1,COMPLIANCE_MISSING,15,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002732,0,NONE,0,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002733,0,NONE,12,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002734,0,NONE,2,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002735,0,NONE,1,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002736,0,NONE,11,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002737,0,NONE,7,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002738,0,NONE,2,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002739,0,NONE,1,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002740,0,NONE,3,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002741,0,NONE,5,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002742,0,NONE,8,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002743,0,NONE,12,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002744,0,NONE,9,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002745,1,SANCTION_DEVIATION,24,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002746,1,POTENTIAL_DUPLICATE,36,MEDIUM,DUP-042,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002747,0,NONE,2,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002748,0,NONE,11,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002749,0,NONE,12,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002750,0,NONE,5,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002751,0,NONE,2,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002752,1,SANCTION_DEVIATION,24,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002753,0,NONE,4,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002754,0,NONE,7,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002755,0,NONE,4,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002756,0,NONE,7,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002757,0,NONE,7,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002758,1,SANCTION_DEVIATION,23,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002759,0,NONE,6,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002760,1,COST_OVERRUN,31,MEDIUM,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002761,0,NONE,5,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002762,0,NONE,4,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002763,0,NONE,6,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002764,0,NONE,2,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002765,0,NONE,8,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002766,0,NONE,8,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002767,0,NONE,8,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002768,0,NONE,0,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002769,0,NONE,12,LOW,DUP-043,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
W-002770,1,PROJECT_DELAY,21,LOW,,Evaluation/validation only. Do NOT expose this file to the production model as an input feature.,True
