payment_id,work_id,vendor_id,payment_request_date,authorization_date,payment_release_date,payment_amount_inr,payment_stage,invoice_number,cumulative_expenditure_inr,payment_status,payment_mode,pfms_reference,authorized_by_agency_id,concurrence_authority,is_final_payment,source_type,synthetic_marker
P-W-002464-02,W-002464,VN-OD-011,2025-12-09,2025-12-08,2025-12-10,478000,Stage 2,INV-2464-02,809000,Released,PFMS/CNA Demo,DEMO-PFMS-44525401,IA-OD-006,Odisha Demo District 2 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-002464-03,W-002464,VN-OD-011,2026-01-26,2026-01-31,2026-02-01,347000,Stage 3,INV-2464-03,1156000,Released,PFMS/CNA Demo,DEMO-PFMS-40086279,IA-OD-006,Odisha Demo District 2 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-002464-04,W-002464,VN-OD-011,2026-04-26,2026-04-27,2026-04-27,497000,Stage 4,INV-2464-04,1653000,Released,PFMS/CNA Demo,DEMO-PFMS-68659485,IA-OD-006,Odisha Demo District 2 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-002464-05,W-002464,VN-OD-011,2026-04-23,2026-04-26,2026-04-28,392000,Stage 5,INV-2464-05,2045000,Released,PFMS/CNA Demo,DEMO-PFMS-80566832,IA-OD-006,Odisha Demo District 2 Demo District Authority,True,SYNTHETIC_PROTOTYPE,True
P-W-002465-01,W-002465,VN-AP-009,2025-02-09,2025-02-11,2025-02-14,248000,Stage 1,INV-2465-01,248000,Released,PFMS/CNA Demo,DEMO-PFMS-92049925,IA-AP-001,Andhra Pradesh Demo District 4 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-002465-02,W-002465,VN-AP-009,2025-04-27,2025-05-01,2025-05-01,294000,Stage 2,INV-2465-02,542000,Released,PFMS/CNA Demo,DEMO-PFMS-24042661,IA-AP-001,Andhra Pradesh Demo District 4 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-002465-03,W-002465,VN-AP-009,2025-05-13,2025-05-17,2025-05-20,292000,Stage 3,INV-2465-03,834000,Released,PFMS/CNA Demo,DEMO-PFMS-81123167,IA-AP-001,Andhra Pradesh Demo District 4 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-002465-04,W-002465,VN-AP-009,2025-09-02,2025-09-10,2025-09-12,474000,Stage 4,INV-2465-04,1308000,Released,PFMS/CNA Demo,DEMO-PFMS-34260175,IA-AP-001,Andhra Pradesh Demo District 4 Demo District Authority,True,SYNTHETIC_PROTOTYPE,True
P-W-002466-01,W-002466,VN-AP-001,2023-11-11,2023-11-16,2023-11-17,136000,Stage 1,INV-2466-01,136000,Released,PFMS/CNA Demo,DEMO-PFMS-41187426,IA-AP-006,Andhra Pradesh Demo District 2 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-002466-02,W-002466,VN-AP-001,2023-11-14,2023-11-16,2023-11-17,174000,Stage 2,INV-2466-02,310000,Released,PFMS/CNA Demo,DEMO-PFMS-32744673,IA-AP-006,Andhra Pradesh Demo District 2 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-002466-03,W-002466,VN-AP-001,2023-11-12,2023-11-18,2023-11-19,134000,Stage 3,INV-2466-03,444000,Released,PFMS/CNA Demo,DEMO-PFMS-92236596,IA-AP-006,Andhra Pradesh Demo District 2 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-002466-04,W-002466,VN-AP-001,2023-11-16,2023-11-22,2023-11-22,132000,Stage 4,INV-2466-04,576000,Released,PFMS/CNA Demo,DEMO-PFMS-38560409,IA-AP-006,Andhra Pradesh Demo District 2 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-002466-05,W-002466,VN-AP-001,2023-11-20,2023-11-24,2023-11-25,186000,Stage 5,INV-2466-05,762000,Released,PFMS/CNA Demo,DEMO-PFMS-69124984,IA-AP-006,Andhra Pradesh Demo District 2 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-002466-06,W-002466,VN-AP-001,2023-11-19,2023-11-26,2023-11-26,189000,Stage 6,INV-2466-06,951000,Released,PFMS/CNA Demo,DEMO-PFMS-84250703,IA-AP-006,Andhra Pradesh Demo District 2 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-002466-07,W-002466,VN-AP-001,2023-11-25,2023-12-01,2023-12-01,132000,Stage 7,INV-2466-07,1083000,Released,PFMS/CNA Demo,DEMO-PFMS-43729068,IA-AP-006,Andhra Pradesh Demo District 2 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-002466-08,W-002466,VN-AP-001,2023-12-04,2023-12-05,2023-12-07,148000,Stage 8,INV-2466-08,1231000,Released,PFMS/CNA Demo,DEMO-PFMS-61742920,IA-AP-006,Andhra Pradesh Demo District 2 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-002466-09,W-002466,VN-AP-001,2023-11-28,2023-12-07,2023-12-07,195000,Stage 9,INV-2466-09,1426000,Released,PFMS/CNA Demo,DEMO-PFMS-95030174,IA-AP-006,Andhra Pradesh Demo District 2 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-002466-10,W-002466,VN-AP-001,2023-11-30,2023-12-08,2023-12-08,152000,Stage 10,INV-2466-10,1578000,Released,PFMS/CNA Demo,DEMO-PFMS-17621700,IA-AP-006,Andhra Pradesh Demo District 2 Demo District Authority,True,SYNTHETIC_PROTOTYPE,True
P-W-002467-01,W-002467,VN-OD-011,2025-03-22,2025-03-31,2025-04-01,797000,Stage 1,INV-2467-01,797000,Released,PFMS/CNA Demo,DEMO-PFMS-97227275,IA-OD-006,Odisha Demo District 3 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-002467-02,W-002467,VN-OD-011,2025-06-28,2025-06-29,2025-06-29,635000,Stage 2,INV-2467-02,1432000,Released,PFMS/CNA Demo,DEMO-PFMS-27458471,IA-OD-006,Odisha Demo District 3 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-002467-03,W-002467,VN-OD-011,2025-08-26,2025-09-03,2025-09-04,361000,Stage 3,INV-2467-03,1793000,Released,PFMS/CNA Demo,DEMO-PFMS-64076135,IA-OD-006,Odisha Demo District 3 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-002467-04,W-002467,VN-OD-011,2025-09-08,2025-09-10,2025-09-11,738000,Stage 4,INV-2467-04,2531000,Released,PFMS/CNA Demo,DEMO-PFMS-64460171,IA-OD-006,Odisha Demo District 3 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-002467-05,W-002467,VN-OD-011,2025-10-10,2025-10-19,2025-10-19,594000,Stage 5,INV-2467-05,3125000,Released,PFMS/CNA Demo,DEMO-PFMS-60254034,IA-OD-006,Odisha Demo District 3 Demo District Authority,True,SYNTHETIC_PROTOTYPE,True
P-W-002468-01,W-002468,VN-MH-011,2024-04-09,2024-04-17,2024-04-17,447000,Stage 1,INV-2468-01,447000,Released,PFMS/CNA Demo,DEMO-PFMS-30305258,IA-MH-006,Maharashtra Demo District 1 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-002468-02,W-002468,VN-MH-011,2024-04-17,2024-04-16,2024-04-18,443000,Stage 2,INV-2468-02,890000,Released,PFMS/CNA Demo,DEMO-PFMS-96597820,IA-MH-006,Maharashtra Demo District 1 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-002468-03,W-002468,VN-MH-011,2024-04-29,2024-04-29,2024-05-01,460000,Stage 3,INV-2468-03,1350000,Released,PFMS/CNA Demo,DEMO-PFMS-73109233,IA-MH-006,Maharashtra Demo District 1 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-002468-04,W-002468,VN-MH-011,2024-06-09,2024-06-16,2024-06-19,670000,Stage 4,INV-2468-04,2020000,Released,PFMS/CNA Demo,DEMO-PFMS-64558458,IA-MH-006,Maharashtra Demo District 1 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-002468-05,W-002468,VN-MH-011,2024-06-20,2024-06-25,2024-06-26,874000,Stage 5,INV-2468-05,2894000,Released,PFMS/CNA Demo,DEMO-PFMS-97203875,IA-MH-006,Maharashtra Demo District 1 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-002468-06,W-002468,VN-MH-011,2024-07-07,2024-07-13,2024-07-14,964000,Stage 6,INV-2468-06,3858000,Released,PFMS/CNA Demo,DEMO-PFMS-70835676,IA-MH-006,Maharashtra Demo District 1 Demo District Authority,True,SYNTHETIC_PROTOTYPE,True
P-W-002469-01,W-002469,VN-OD-008,2026-06-06,2026-06-11,2026-06-14,176000,Stage 1,INV-2469-01,176000,Released,PFMS/CNA Demo,DEMO-PFMS-11233386,IA-OD-005,Odisha Demo District 3 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-002469-02,W-002469,VN-OD-008,2026-08-12,2026-08-22,2026-08-22,271000,Stage 2,INV-2469-02,447000,Released,PFMS/CNA Demo,DEMO-PFMS-26966727,IA-OD-005,Odisha Demo District 3 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-002469-03,W-002469,VN-OD-008,2026-08-21,2026-08-24,2026-08-27,276000,Stage 3,INV-2469-03,723000,Released,PFMS/CNA Demo,DEMO-PFMS-66972525,IA-OD-005,Odisha Demo District 3 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-002469-04,W-002469,VN-OD-008,2026-08-24,2026-08-26,2026-08-27,275000,Stage 4,INV-2469-04,998000,Released,PFMS/CNA Demo,DEMO-PFMS-69169517,IA-OD-005,Odisha Demo District 3 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-002470-01,W-002470,VN-TS-003,2026-07-07,2026-07-15,2026-07-16,2548000,Stage 1,INV-2470-01,2548000,Released,PFMS/CNA Demo,DEMO-PFMS-68711125,IA-TS-001,Telangana Demo District 1 Demo District Authority,True,SYNTHETIC_PROTOTYPE,True
P-W-002471-01,W-002471,VN-OD-002,2026-03-14,2026-03-18,2026-03-21,127000,Stage 1,INV-2471-01,127000,Released,PFMS/CNA Demo,DEMO-PFMS-69350677,IA-OD-002,Odisha Demo District 3 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-002471-02,W-002471,VN-OD-002,2026-04-02,2026-04-01,2026-04-03,143000,Stage 2,INV-2471-02,270000,Released,PFMS/CNA Demo,DEMO-PFMS-55696887,IA-OD-002,Odisha Demo District 3 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-002471-03,W-002471,VN-OD-002,2026-05-23,2026-05-24,2026-05-26,159000,Stage 3,INV-2471-03,429000,Released,PFMS/CNA Demo,DEMO-PFMS-62926064,IA-OD-002,Odisha Demo District 3 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-002471-04,W-002471,VN-OD-002,2026-05-26,2026-05-30,2026-06-02,151000,Stage 4,INV-2471-04,580000,Released,PFMS/CNA Demo,DEMO-PFMS-56358340,IA-OD-002,Odisha Demo District 3 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-002471-05,W-002471,VN-OD-002,2026-06-19,2026-06-26,2026-06-28,154000,Stage 5,INV-2471-05,734000,Released,PFMS/CNA Demo,DEMO-PFMS-16212337,IA-OD-002,Odisha Demo District 3 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-002471-06,W-002471,VN-OD-002,2026-08-20,2026-08-20,2026-08-21,104000,Stage 6,INV-2471-06,838000,Released,PFMS/CNA Demo,DEMO-PFMS-65318652,IA-OD-002,Odisha Demo District 3 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-002473-01,W-002473,VN-MH-012,2023-12-23,2023-12-23,2023-12-24,625000,Stage 1,INV-2473-01,625000,Released,PFMS/CNA Demo,DEMO-PFMS-17511025,IA-MH-006,Maharashtra Demo District 1 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-002473-02,W-002473,VN-MH-012,2023-12-24,2023-12-27,2023-12-30,374000,Stage 2,INV-2473-02,999000,Released,PFMS/CNA Demo,DEMO-PFMS-15835051,IA-MH-006,Maharashtra Demo District 1 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-002473-03,W-002473,VN-MH-012,2024-01-19,2024-01-26,2024-01-28,420000,Stage 3,INV-2473-03,1419000,Released,PFMS/CNA Demo,DEMO-PFMS-96058596,IA-MH-006,Maharashtra Demo District 1 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-002473-04,W-002473,VN-MH-012,2024-01-31,2024-02-05,2024-02-05,445000,Stage 4,INV-2473-04,1864000,Released,PFMS/CNA Demo,DEMO-PFMS-18340563,IA-MH-006,Maharashtra Demo District 1 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-002473-05,W-002473,VN-MH-012,2024-02-05,2024-02-10,2024-02-13,327000,Stage 5,INV-2473-05,2191000,Released,PFMS/CNA Demo,DEMO-PFMS-17964541,IA-MH-006,Maharashtra Demo District 1 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-002473-06,W-002473,VN-MH-012,2024-06-23,2024-06-29,2024-06-30,726000,Stage 6,INV-2473-06,2917000,Released,PFMS/CNA Demo,DEMO-PFMS-66179795,IA-MH-006,Maharashtra Demo District 1 Demo District Authority,True,SYNTHETIC_PROTOTYPE,True
P-W-002474-01,W-002474,VN-MH-012,2024-08-18,2024-08-24,2024-08-25,310000,Stage 1,INV-2474-01,310000,Released,PFMS/CNA Demo,DEMO-PFMS-77629807,IA-MH-004,Maharashtra Demo District 1 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-002474-02,W-002474,VN-MH-012,2024-11-02,2024-11-07,2024-11-08,539000,Stage 2,INV-2474-02,849000,Released,PFMS/CNA Demo,DEMO-PFMS-69233715,IA-MH-004,Maharashtra Demo District 1 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-002474-03,W-002474,VN-MH-012,2025-03-21,2025-03-28,2025-03-29,222000,Stage 3,INV-2474-03,1071000,Released,PFMS/CNA Demo,DEMO-PFMS-58008869,IA-MH-004,Maharashtra Demo District 1 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-002474-04,W-002474,VN-MH-012,2025-06-02,2025-06-03,2025-06-06,394000,Stage 4,INV-2474-04,1465000,Released,PFMS/CNA Demo,DEMO-PFMS-42560222,IA-MH-004,Maharashtra Demo District 1 Demo District Authority,True,SYNTHETIC_PROTOTYPE,True
P-W-002475-01,W-002475,VN-AP-002,2024-04-05,2024-04-12,2024-04-15,653000,Stage 1,INV-2475-01,653000,Released,PFMS/CNA Demo,DEMO-PFMS-35766298,IA-AP-005,Andhra Pradesh Demo District 4 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-002475-02,W-002475,VN-AP-002,2024-08-12,2024-08-19,2024-08-19,638000,Stage 2,INV-2475-02,1291000,Released,PFMS/CNA Demo,DEMO-PFMS-11069779,IA-AP-005,Andhra Pradesh Demo District 4 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-002475-03,W-002475,VN-AP-002,2024-11-06,2024-11-12,2024-11-12,571000,Stage 3,INV-2475-03,1862000,Released,PFMS/CNA Demo,DEMO-PFMS-19227310,IA-AP-005,Andhra Pradesh Demo District 4 Demo District Authority,True,SYNTHETIC_PROTOTYPE,True
P-W-002476-01,W-002476,VN-AP-003,2024-01-27,2024-01-29,2024-02-01,585000,Stage 1,INV-2476-01,585000,Released,PFMS/CNA Demo,DEMO-PFMS-24892735,IA-AP-004,Andhra Pradesh Demo District 1 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-002476-02,W-002476,VN-AP-003,2024-03-26,2024-03-30,2024-03-31,1018000,Stage 2,INV-2476-02,1603000,Released,PFMS/CNA Demo,DEMO-PFMS-66698526,IA-AP-004,Andhra Pradesh Demo District 1 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-002477-01,W-002477,VN-KA-002,2025-06-17,2025-06-22,2025-06-25,53000,Stage 1,INV-2477-01,53000,Released,PFMS/CNA Demo,DEMO-PFMS-19934006,IA-KA-004,Karnataka Demo District 2 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-002477-02,W-002477,VN-KA-002,2025-06-26,2025-07-01,2025-07-02,52000,Stage 2,INV-2477-02,105000,Released,PFMS/CNA Demo,DEMO-PFMS-81180267,IA-KA-004,Karnataka Demo District 2 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-002477-03,W-002477,VN-KA-002,2025-07-07,2025-07-11,2025-07-11,104000,Stage 3,INV-2477-03,209000,Released,PFMS/CNA Demo,DEMO-PFMS-65678137,IA-KA-004,Karnataka Demo District 2 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-002477-04,W-002477,VN-KA-002,2025-08-18,2025-08-25,2025-08-25,117000,Stage 4,INV-2477-04,326000,Released,PFMS/CNA Demo,DEMO-PFMS-12889222,IA-KA-004,Karnataka Demo District 2 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-002477-05,W-002477,VN-KA-002,2025-09-10,2025-09-17,2025-09-19,64000,Stage 5,INV-2477-05,390000,Released,PFMS/CNA Demo,DEMO-PFMS-35319869,IA-KA-004,Karnataka Demo District 2 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-002477-06,W-002477,VN-KA-002,2025-12-08,2025-12-13,2025-12-14,90000,Stage 6,INV-2477-06,480000,Released,PFMS/CNA Demo,DEMO-PFMS-96240055,IA-KA-004,Karnataka Demo District 2 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-002478-01,W-002478,VN-KA-006,2025-07-08,2025-07-15,2025-07-15,299000,Stage 1,INV-2478-01,299000,Released,PFMS/CNA Demo,DEMO-PFMS-17133538,IA-KA-003,Karnataka Demo District 1 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-002478-02,W-002478,VN-KA-006,2025-09-18,2025-09-27,2025-09-27,566000,Stage 2,INV-2478-02,865000,Released,PFMS/CNA Demo,DEMO-PFMS-13582728,IA-KA-003,Karnataka Demo District 1 Demo District Authority,True,SYNTHETIC_PROTOTYPE,True
P-W-002479-01,W-002479,VN-KA-001,2025-01-24,2025-01-31,2025-02-02,574000,Stage 1,INV-2479-01,574000,Released,PFMS/CNA Demo,DEMO-PFMS-38216893,IA-KA-002,Karnataka Demo District 2 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-002479-02,W-002479,VN-KA-001,2025-02-16,2025-02-26,2025-02-26,290000,Stage 2,INV-2479-02,864000,Released,PFMS/CNA Demo,DEMO-PFMS-89420093,IA-KA-002,Karnataka Demo District 2 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-002479-03,W-002479,VN-KA-001,2025-05-10,2025-05-13,2025-05-13,429000,Stage 3,INV-2479-03,1293000,Released,PFMS/CNA Demo,DEMO-PFMS-35439032,IA-KA-002,Karnataka Demo District 2 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-002479-04,W-002479,VN-KA-001,2025-05-09,2025-05-13,2025-05-15,562000,Stage 4,INV-2479-04,1855000,Released,PFMS/CNA Demo,DEMO-PFMS-96446804,IA-KA-002,Karnataka Demo District 2 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-002479-05,W-002479,VN-KA-001,2025-07-06,2025-07-10,2025-07-10,503000,Stage 5,INV-2479-05,2358000,Released,PFMS/CNA Demo,DEMO-PFMS-60918193,IA-KA-002,Karnataka Demo District 2 Demo District Authority,True,SYNTHETIC_PROTOTYPE,True
P-W-002480-01,W-002480,VN-RJ-003,2026-03-07,2026-03-16,2026-03-17,78000,Stage 1,INV-2480-01,78000,Released,PFMS/CNA Demo,DEMO-PFMS-67127770,IA-RJ-002,Rajasthan Demo District 1 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-002480-02,W-002480,VN-RJ-003,2026-04-14,2026-04-21,2026-04-23,81000,Stage 2,INV-2480-02,159000,Released,PFMS/CNA Demo,DEMO-PFMS-33887684,IA-RJ-002,Rajasthan Demo District 1 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-002480-03,W-002480,VN-RJ-003,2026-05-05,2026-05-05,2026-05-07,35000,Stage 3,INV-2480-03,194000,Released,PFMS/CNA Demo,DEMO-PFMS-44366594,IA-RJ-002,Rajasthan Demo District 1 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-002480-04,W-002480,VN-RJ-003,2026-06-29,2026-06-29,2026-07-01,41000,Stage 4,INV-2480-04,235000,Released,PFMS/CNA Demo,DEMO-PFMS-78217531,IA-RJ-002,Rajasthan Demo District 1 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-002480-05,W-002480,VN-RJ-003,2026-07-16,2026-07-21,2026-07-21,75000,Stage 5,INV-2480-05,310000,Released,PFMS/CNA Demo,DEMO-PFMS-27141076,IA-RJ-002,Rajasthan Demo District 1 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-002480-06,W-002480,VN-RJ-003,2026-08-19,2026-08-21,2026-08-21,48000,Stage 6,INV-2480-06,358000,Released,PFMS/CNA Demo,DEMO-PFMS-89825416,IA-RJ-002,Rajasthan Demo District 1 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-002481-01,W-002481,VN-OD-001,2025-01-07,2025-01-12,2025-01-13,694000,Stage 1,INV-2481-01,694000,Released,PFMS/CNA Demo,DEMO-PFMS-89605872,IA-OD-005,Odisha Demo District 4 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-002482-01,W-002482,VN-TS-002,2024-03-19,2024-03-22,2024-03-23,460000,Stage 1,INV-2482-01,460000,Released,PFMS/CNA Demo,DEMO-PFMS-87571199,IA-TS-003,Telangana Demo District 1 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-002482-02,W-002482,VN-TS-002,2024-04-08,2024-04-08,2024-04-11,506000,Stage 2,INV-2482-02,966000,Released,PFMS/CNA Demo,DEMO-PFMS-27859793,IA-TS-003,Telangana Demo District 1 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-002482-03,W-002482,VN-TS-002,2024-05-07,2024-05-12,2024-05-14,514000,Stage 3,INV-2482-03,1480000,Released,PFMS/CNA Demo,DEMO-PFMS-16527099,IA-TS-003,Telangana Demo District 1 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-002482-04,W-002482,VN-TS-002,2024-10-22,2024-10-23,2024-10-25,492000,Stage 4,INV-2482-04,1972000,Released,PFMS/CNA Demo,DEMO-PFMS-10303519,IA-TS-003,Telangana Demo District 1 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-002482-05,W-002482,VN-TS-002,2024-10-27,2024-11-03,2024-11-03,341000,Stage 5,INV-2482-05,2313000,Released,PFMS/CNA Demo,DEMO-PFMS-91049528,IA-TS-003,Telangana Demo District 1 Demo District Authority,True,SYNTHETIC_PROTOTYPE,True
P-W-002483-01,W-002483,VN-TS-008,2024-01-13,2024-01-18,2024-01-20,1879000,Stage 1,INV-2483-01,1879000,Released,PFMS/CNA Demo,DEMO-PFMS-57340532,IA-TS-006,Telangana Demo District 2 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-002483-02,W-002483,VN-TS-008,2024-04-14,2024-04-23,2024-04-23,2712000,Stage 2,INV-2483-02,4591000,Released,PFMS/CNA Demo,DEMO-PFMS-63875797,IA-TS-006,Telangana Demo District 2 Demo District Authority,True,SYNTHETIC_PROTOTYPE,True
P-W-002484-01,W-002484,VN-OD-001,2026-06-11,2026-06-15,2026-06-17,650000,Stage 1,INV-2484-01,650000,Released,PFMS/CNA Demo,DEMO-PFMS-20198625,IA-OD-003,Odisha Demo District 1 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-002484-02,W-002484,VN-OD-001,2026-07-24,2026-07-31,2026-07-31,456000,Stage 2,INV-2484-02,1106000,Released,PFMS/CNA Demo,DEMO-PFMS-75413990,IA-OD-003,Odisha Demo District 1 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-002484-03,W-002484,VN-OD-001,2026-08-13,2026-08-18,2026-08-20,451000,Stage 3,INV-2484-03,1557000,Released,PFMS/CNA Demo,DEMO-PFMS-50403724,IA-OD-003,Odisha Demo District 1 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-002485-01,W-002485,VN-MH-004,2025-08-09,2025-08-13,2025-08-14,323000,Stage 1,INV-2485-01,323000,Released,PFMS/CNA Demo,DEMO-PFMS-35368723,IA-MH-002,Maharashtra Demo District 1 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-002485-02,W-002485,VN-MH-004,2025-09-20,2025-09-26,2025-09-28,519000,Stage 2,INV-2485-02,842000,Released,PFMS/CNA Demo,DEMO-PFMS-18241961,IA-MH-002,Maharashtra Demo District 1 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-002485-03,W-002485,VN-MH-004,2025-10-22,2025-10-23,2025-10-24,482000,Stage 3,INV-2485-03,1324000,Released,PFMS/CNA Demo,DEMO-PFMS-53178419,IA-MH-002,Maharashtra Demo District 1 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-002485-04,W-002485,VN-MH-004,2025-10-18,2025-10-23,2025-10-26,493000,Stage 4,INV-2485-04,1817000,Released,PFMS/CNA Demo,DEMO-PFMS-75917569,IA-MH-002,Maharashtra Demo District 1 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-002485-05,W-002485,VN-MH-004,2026-01-31,2026-02-07,2026-02-10,178000,Stage 5,INV-2485-05,1995000,Released,PFMS/CNA Demo,DEMO-PFMS-89630683,IA-MH-002,Maharashtra Demo District 1 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-002485-06,W-002485,VN-MH-004,2026-05-10,2026-05-10,2026-05-12,357000,Stage 6,INV-2485-06,2352000,Released,PFMS/CNA Demo,DEMO-PFMS-83420451,IA-MH-002,Maharashtra Demo District 1 Demo District Authority,True,SYNTHETIC_PROTOTYPE,True
P-W-002486-01,W-002486,VN-KA-003,2025-05-20,2025-05-24,2025-05-27,361000,Stage 1,INV-2486-01,361000,Released,PFMS/CNA Demo,DEMO-PFMS-83809881,IA-KA-006,Karnataka Demo District 3 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-002486-02,W-002486,VN-KA-003,2025-06-21,2025-06-24,2025-06-25,245000,Stage 2,INV-2486-02,606000,Released,PFMS/CNA Demo,DEMO-PFMS-61887579,IA-KA-006,Karnataka Demo District 3 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-002487-01,W-002487,VN-RJ-001,2025-01-08,2025-01-11,2025-01-11,275000,Stage 1,INV-2487-01,275000,Released,PFMS/CNA Demo,DEMO-PFMS-41468066,IA-RJ-005,Rajasthan Demo District 4 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-002487-02,W-002487,VN-RJ-001,2025-01-07,2025-01-16,2025-01-16,284000,Stage 2,INV-2487-02,559000,Released,PFMS/CNA Demo,DEMO-PFMS-96212359,IA-RJ-005,Rajasthan Demo District 4 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
P-W-002487-03,W-002487,VN-RJ-001,2025-03-05,2025-03-05,2025-03-07,257000,Stage 3,INV-2487-03,816000,Released,PFMS/CNA Demo,DEMO-PFMS-23967759,IA-RJ-005,Rajasthan Demo District 4 Demo District Authority,False,SYNTHETIC_PROTOTYPE,True
